propertyid,tenantid,service_category,charge_amount_gbp,quarter,year,period_start,period_end,payment_status,payment_date,property_type,estateid,blockid
81,426.0,Water (Communal Areas),56,1,2025,2025-01-01,2025-05-30,Paid,2025-06-21,Flat,10.0,17.0
81,426.0,Sinking Fund,154,1,2025,2025-01-01,2025-05-30,Paid,2025-06-17,Flat,10.0,17.0
82,247.0,Building Insurance,183,2,2023,2023-04-01,2023-08-30,Paid,2023-09-19,Flat,5.0,9.0
82,247.0,Grounds Maintenance,106,2,2023,2023-04-01,2023-08-30,Paid,2023-09-12,Flat,5.0,9.0
82,247.0,Cleaning (Communal Areas),159,2,2023,2023-04-01,2023-08-30,Paid,2023-09-24,Flat,5.0,9.0
82,247.0,Lift Maintenance,153,2,2023,2023-04-01,2023-08-30,Paid,2023-09-24,Flat,5.0,9.0
82,247.0,Building Repairs,266,2,2023,2023-04-01,2023-08-30,Paid,2023-09-08,Flat,5.0,9.0
82,247.0,Management Fee,107,2,2023,2023-04-01,2023-08-30,Paid,2023-09-24,Flat,5.0,9.0
82,247.0,Security Systems,70,2,2023,2023-04-01,2023-08-30,Paid,2023-09-08,Flat,5.0,9.0
82,247.0,Electricity (Communal Areas),137,2,2023,2023-04-01,2023-08-30,Paid,2023-09-29,Flat,5.0,9.0
82,247.0,Water (Communal Areas),63,2,2023,2023-04-01,2023-08-30,Pending,,Flat,5.0,9.0
82,247.0,Sinking Fund,209,2,2023,2023-04-01,2023-08-30,Paid,2023-09-21,Flat,5.0,9.0
82,247.0,Building Insurance,186,3,2023,2023-07-01,2023-11-30,Paid,2023-12-10,Flat,5.0,9.0
82,247.0,Grounds Maintenance,104,3,2023,2023-07-01,2023-11-30,Paid,2023-12-26,Flat,5.0,9.0
82,247.0,Cleaning (Communal Areas),190,3,2023,2023-07-01,2023-11-30,Paid,2023-12-02,Flat,5.0,9.0
82,247.0,Lift Maintenance,170,3,2023,2023-07-01,2023-11-30,Pending,,Flat,5.0,9.0
82,247.0,Building Repairs,250,3,2023,2023-07-01,2023-11-30,Paid,2023-12-03,Flat,5.0,9.0
82,247.0,Management Fee,115,3,2023,2023-07-01,2023-11-30,Overdue,,Flat,5.0,9.0
82,247.0,Security Systems,70,3,2023,2023-07-01,2023-11-30,Paid,2023-12-10,Flat,5.0,9.0
82,247.0,Electricity (Communal Areas),123,3,2023,2023-07-01,2023-11-30,Paid,2023-12-22,Flat,5.0,9.0
82,247.0,Water (Communal Areas),63,3,2023,2023-07-01,2023-11-30,Paid,2023-12-02,Flat,5.0,9.0
82,247.0,Sinking Fund,221,3,2023,2023-07-01,2023-11-30,Paid,2023-12-30,Flat,5.0,9.0
82,247.0,Building Insurance,180,4,2023,2023-10-01,2023-12-31,Overdue,,Flat,5.0,9.0
82,247.0,Grounds Maintenance,107,4,2023,2023-10-01,2023-12-31,Paid,2024-01-29,Flat,5.0,9.0
82,247.0,Cleaning (Communal Areas),176,4,2023,2023-10-01,2023-12-31,Paid,2024-01-04,Flat,5.0,9.0
82,247.0,Lift Maintenance,146,4,2023,2023-10-01,2023-12-31,Paid,2024-01-02,Flat,5.0,9.0
82,247.0,Building Repairs,269,4,2023,2023-10-01,2023-12-31,Paid,2024-01-20,Flat,5.0,9.0
82,247.0,Management Fee,103,4,2023,2023-10-01,2023-12-31,Paid,2024-01-05,Flat,5.0,9.0
82,247.0,Security Systems,71,4,2023,2023-10-01,2023-12-31,Pending,,Flat,5.0,9.0
82,247.0,Electricity (Communal Areas),109,4,2023,2023-10-01,2023-12-31,Paid,2024-01-24,Flat,5.0,9.0
82,247.0,Water (Communal Areas),68,4,2023,2023-10-01,2023-12-31,Paid,2024-01-09,Flat,5.0,9.0
82,247.0,Sinking Fund,223,4,2023,2023-10-01,2023-12-31,Disputed,,Flat,5.0,9.0
82,247.0,Building Insurance,183,1,2024,2024-01-01,2024-05-30,Paid,2024-06-13,Flat,5.0,9.0
82,247.0,Grounds Maintenance,104,1,2024,2024-01-01,2024-05-30,Paid,2024-06-21,Flat,5.0,9.0
82,247.0,Cleaning (Communal Areas),158,1,2024,2024-01-01,2024-05-30,Pending,,Flat,5.0,9.0
82,247.0,Lift Maintenance,169,1,2024,2024-01-01,2024-05-30,Paid,2024-06-29,Flat,5.0,9.0
82,247.0,Building Repairs,253,1,2024,2024-01-01,2024-05-30,Paid,2024-06-10,Flat,5.0,9.0
82,247.0,Management Fee,109,1,2024,2024-01-01,2024-05-30,Paid,2024-06-22,Flat,5.0,9.0
82,247.0,Security Systems,89,1,2024,2024-01-01,2024-05-30,Paid,2024-06-03,Flat,5.0,9.0
82,247.0,Electricity (Communal Areas),109,1,2024,2024-01-01,2024-05-30,Paid,2024-06-22,Flat,5.0,9.0
82,247.0,Water (Communal Areas),53,1,2024,2024-01-01,2024-05-30,Paid,2024-06-29,Flat,5.0,9.0
82,247.0,Sinking Fund,221,1,2024,2024-01-01,2024-05-30,Paid,2024-06-04,Flat,5.0,9.0
82,247.0,Building Insurance,188,2,2024,2024-04-01,2024-08-30,Paid,2024-09-27,Flat,5.0,9.0
82,247.0,Grounds Maintenance,102,2,2024,2024-04-01,2024-08-30,Disputed,,Flat,5.0,9.0
82,247.0,Cleaning (Communal Areas),181,2,2024,2024-04-01,2024-08-30,Pending,,Flat,5.0,9.0
82,247.0,Lift Maintenance,131,2,2024,2024-04-01,2024-08-30,Paid,2024-09-04,Flat,5.0,9.0
82,247.0,Building Repairs,276,2,2024,2024-04-01,2024-08-30,Paid,2024-09-20,Flat,5.0,9.0
82,247.0,Management Fee,94,2,2024,2024-04-01,2024-08-30,Paid,2024-09-15,Flat,5.0,9.0
82,247.0,Security Systems,90,2,2024,2024-04-01,2024-08-30,Paid,2024-09-29,Flat,5.0,9.0
82,247.0,Electricity (Communal Areas),124,2,2024,2024-04-01,2024-08-30,Overdue,,Flat,5.0,9.0
82,247.0,Water (Communal Areas),60,2,2024,2024-04-01,2024-08-30,Paid,2024-09-15,Flat,5.0,9.0
82,247.0,Sinking Fund,193,2,2024,2024-04-01,2024-08-30,Pending,,Flat,5.0,9.0
82,247.0,Building Insurance,181,3,2024,2024-07-01,2024-11-30,Paid,2024-12-18,Flat,5.0,9.0
82,247.0,Grounds Maintenance,130,3,2024,2024-07-01,2024-11-30,Paid,2024-12-30,Flat,5.0,9.0
82,247.0,Cleaning (Communal Areas),187,3,2024,2024-07-01,2024-11-30,Paid,2024-12-04,Flat,5.0,9.0
82,247.0,Lift Maintenance,157,3,2024,2024-07-01,2024-11-30,Paid,2024-12-26,Flat,5.0,9.0
82,247.0,Building Repairs,256,3,2024,2024-07-01,2024-11-30,Paid,2024-12-08,Flat,5.0,9.0
82,247.0,Management Fee,104,3,2024,2024-07-01,2024-11-30,Paid,2024-12-10,Flat,5.0,9.0
82,247.0,Security Systems,89,3,2024,2024-07-01,2024-11-30,Paid,2024-12-08,Flat,5.0,9.0
82,247.0,Electricity (Communal Areas),105,3,2024,2024-07-01,2024-11-30,Paid,2024-12-11,Flat,5.0,9.0
82,247.0,Water (Communal Areas),52,3,2024,2024-07-01,2024-11-30,Paid,2024-12-14,Flat,5.0,9.0
82,247.0,Sinking Fund,228,3,2024,2024-07-01,2024-11-30,Paid,2024-12-03,Flat,5.0,9.0
82,247.0,Building Insurance,194,4,2024,2024-10-01,2024-12-31,Paid,2025-01-12,Flat,5.0,9.0
82,247.0,Grounds Maintenance,114,4,2024,2024-10-01,2024-12-31,Disputed,,Flat,5.0,9.0
82,247.0,Cleaning (Communal Areas),162,4,2024,2024-10-01,2024-12-31,Paid,2025-01-24,Flat,5.0,9.0
82,247.0,Lift Maintenance,142,4,2024,2024-10-01,2024-12-31,Paid,2025-01-05,Flat,5.0,9.0
82,247.0,Building Repairs,260,4,2024,2024-10-01,2024-12-31,Paid,2025-01-24,Flat,5.0,9.0
82,247.0,Management Fee,109,4,2024,2024-10-01,2024-12-31,Overdue,,Flat,5.0,9.0
82,247.0,Security Systems,79,4,2024,2024-10-01,2024-12-31,Paid,2025-01-23,Flat,5.0,9.0
82,247.0,Electricity (Communal Areas),124,4,2024,2024-10-01,2024-12-31,Paid,2025-01-30,Flat,5.0,9.0
82,247.0,Water (Communal Areas),67,4,2024,2024-10-01,2024-12-31,Paid,2025-01-20,Flat,5.0,9.0
82,247.0,Sinking Fund,187,4,2024,2024-10-01,2024-12-31,Paid,2025-01-20,Flat,5.0,9.0
82,247.0,Building Insurance,183,1,2025,2025-01-01,2025-05-30,Paid,2025-06-11,Flat,5.0,9.0
82,247.0,Grounds Maintenance,106,1,2025,2025-01-01,2025-05-30,Disputed,,Flat,5.0,9.0
82,247.0,Cleaning (Communal Areas),191,1,2025,2025-01-01,2025-05-30,Paid,2025-06-14,Flat,5.0,9.0
82,247.0,Lift Maintenance,143,1,2025,2025-01-01,2025-05-30,Paid,2025-06-12,Flat,5.0,9.0
82,247.0,Building Repairs,228,1,2025,2025-01-01,2025-05-30,Paid,2025-06-16,Flat,5.0,9.0
82,247.0,Management Fee,94,1,2025,2025-01-01,2025-05-30,Paid,2025-06-05,Flat,5.0,9.0
82,247.0,Security Systems,79,1,2025,2025-01-01,2025-05-30,Paid,2025-06-14,Flat,5.0,9.0
82,247.0,Electricity (Communal Areas),108,1,2025,2025-01-01,2025-05-30,Paid,2025-06-24,Flat,5.0,9.0
82,247.0,Water (Communal Areas),63,1,2025,2025-01-01,2025-05-30,Paid,2025-05-31,Flat,5.0,9.0
82,247.0,Sinking Fund,186,1,2025,2025-01-01,2025-05-30,Pending,,Flat,5.0,9.0
83,82.0,Building Insurance,222,2,2023,2023-04-01,2023-08-30,Paid,2023-09-08,House,9.0,14.0
83,82.0,Sinking Fund,177,2,2023,2023-04-01,2023-08-30,Paid,2023-09-26,House,9.0,14.0
83,82.0,Grounds Maintenance,116,2,2023,2023-04-01,2023-08-30,Paid,2023-09-13,House,9.0,14.0
83,82.0,Building Insurance,222,3,2023,2023-07-01,2023-11-30,Paid,2023-12-26,House,9.0,14.0
83,82.0,Sinking Fund,212,3,2023,2023-07-01,2023-11-30,Paid,2023-12-26,House,9.0,14.0
83,82.0,Grounds Maintenance,106,3,2023,2023-07-01,2023-11-30,Paid,2023-12-21,House,9.0,14.0
83,82.0,Building Insurance,229,4,2023,2023-10-01,2023-12-31,Paid,2024-01-18,House,9.0,14.0
83,82.0,Sinking Fund,206,4,2023,2023-10-01,2023-12-31,Paid,2024-01-26,House,9.0,14.0
83,82.0,Grounds Maintenance,129,4,2023,2023-10-01,2023-12-31,Paid,2024-01-18,House,9.0,14.0
83,82.0,Building Insurance,178,1,2024,2024-01-01,2024-05-30,Paid,2024-06-05,House,9.0,14.0
83,82.0,Sinking Fund,182,1,2024,2024-01-01,2024-05-30,Paid,2024-06-03,House,9.0,14.0
83,82.0,Grounds Maintenance,115,1,2024,2024-01-01,2024-05-30,Paid,2024-06-05,House,9.0,14.0
83,82.0,Building Insurance,178,2,2024,2024-04-01,2024-08-30,Paid,2024-09-04,House,9.0,14.0
83,82.0,Sinking Fund,181,2,2024,2024-04-01,2024-08-30,Paid,2024-09-09,House,9.0,14.0
83,82.0,Grounds Maintenance,102,2,2024,2024-04-01,2024-08-30,Paid,2024-09-10,House,9.0,14.0
83,82.0,Building Insurance,222,3,2024,2024-07-01,2024-11-30,Paid,2024-12-12,House,9.0,14.0
83,82.0,Sinking Fund,230,3,2024,2024-07-01,2024-11-30,Paid,2024-12-10,House,9.0,14.0
83,82.0,Grounds Maintenance,103,3,2024,2024-07-01,2024-11-30,Paid,2024-12-02,House,9.0,14.0
83,82.0,Building Insurance,214,4,2024,2024-10-01,2024-12-31,Paid,2025-01-15,House,9.0,14.0
83,82.0,Sinking Fund,206,4,2024,2024-10-01,2024-12-31,Paid,2025-01-12,House,9.0,14.0
83,82.0,Grounds Maintenance,134,4,2024,2024-10-01,2024-12-31,Paid,2025-01-04,House,9.0,14.0
83,82.0,Building Insurance,226,1,2025,2025-01-01,2025-05-30,Paid,2025-05-31,House,9.0,14.0
83,82.0,Sinking Fund,220,1,2025,2025-01-01,2025-05-30,Overdue,,House,9.0,14.0
83,82.0,Grounds Maintenance,113,1,2025,2025-01-01,2025-05-30,Paid,2025-06-24,House,9.0,14.0
84,202.0,Building Insurance,227,2,2023,2023-04-01,2023-08-30,Overdue,,Flat,4.0,6.0
84,202.0,Grounds Maintenance,108,2,2023,2023-04-01,2023-08-30,Paid,2023-09-18,Flat,4.0,6.0
84,202.0,Cleaning (Communal Areas),160,2,2023,2023-04-01,2023-08-30,Pending,,Flat,4.0,6.0
84,202.0,Lift Maintenance,163,2,2023,2023-04-01,2023-08-30,Paid,2023-09-03,Flat,4.0,6.0
84,202.0,Building Repairs,260,2,2023,2023-04-01,2023-08-30,Overdue,,Flat,4.0,6.0
84,202.0,Management Fee,96,2,2023,2023-04-01,2023-08-30,Paid,2023-09-01,Flat,4.0,6.0
84,202.0,Security Systems,82,2,2023,2023-04-01,2023-08-30,Paid,2023-09-07,Flat,4.0,6.0
84,202.0,Electricity (Communal Areas),103,2,2023,2023-04-01,2023-08-30,Overdue,,Flat,4.0,6.0
84,202.0,Water (Communal Areas),51,2,2023,2023-04-01,2023-08-30,Paid,2023-09-28,Flat,4.0,6.0
84,202.0,Sinking Fund,188,2,2023,2023-04-01,2023-08-30,Paid,2023-09-29,Flat,4.0,6.0
84,202.0,Building Insurance,222,3,2023,2023-07-01,2023-11-30,Overdue,,Flat,4.0,6.0
84,202.0,Grounds Maintenance,111,3,2023,2023-07-01,2023-11-30,Paid,2023-12-11,Flat,4.0,6.0
84,202.0,Cleaning (Communal Areas),200,3,2023,2023-07-01,2023-11-30,Paid,2023-12-25,Flat,4.0,6.0
84,202.0,Lift Maintenance,150,3,2023,2023-07-01,2023-11-30,Overdue,,Flat,4.0,6.0
84,202.0,Building Repairs,282,3,2023,2023-07-01,2023-11-30,Paid,2023-12-16,Flat,4.0,6.0
84,202.0,Management Fee,102,3,2023,2023-07-01,2023-11-30,Paid,2023-12-10,Flat,4.0,6.0
84,202.0,Security Systems,86,3,2023,2023-07-01,2023-11-30,Paid,2023-12-18,Flat,4.0,6.0
84,202.0,Electricity (Communal Areas),103,3,2023,2023-07-01,2023-11-30,Paid,2023-12-17,Flat,4.0,6.0
84,202.0,Water (Communal Areas),63,3,2023,2023-07-01,2023-11-30,Overdue,,Flat,4.0,6.0
84,202.0,Sinking Fund,183,3,2023,2023-07-01,2023-11-30,Paid,2023-12-25,Flat,4.0,6.0
84,202.0,Building Insurance,191,4,2023,2023-10-01,2023-12-31,Disputed,,Flat,4.0,6.0
84,202.0,Grounds Maintenance,122,4,2023,2023-10-01,2023-12-31,Paid,2024-01-01,Flat,4.0,6.0
84,202.0,Cleaning (Communal Areas),189,4,2023,2023-10-01,2023-12-31,Paid,2024-01-18,Flat,4.0,6.0
84,202.0,Lift Maintenance,154,4,2023,2023-10-01,2023-12-31,Paid,2024-01-05,Flat,4.0,6.0
84,202.0,Building Repairs,220,4,2023,2023-10-01,2023-12-31,Pending,,Flat,4.0,6.0
84,202.0,Management Fee,104,4,2023,2023-10-01,2023-12-31,Overdue,,Flat,4.0,6.0
84,202.0,Security Systems,79,4,2023,2023-10-01,2023-12-31,Overdue,,Flat,4.0,6.0
84,202.0,Electricity (Communal Areas),135,4,2023,2023-10-01,2023-12-31,Pending,,Flat,4.0,6.0
84,202.0,Water (Communal Areas),58,4,2023,2023-10-01,2023-12-31,Paid,2024-01-11,Flat,4.0,6.0
84,202.0,Sinking Fund,219,4,2023,2023-10-01,2023-12-31,Paid,2024-01-12,Flat,4.0,6.0
84,202.0,Building Insurance,225,1,2024,2024-01-01,2024-05-30,Paid,2024-06-18,Flat,4.0,6.0
84,202.0,Grounds Maintenance,123,1,2024,2024-01-01,2024-05-30,Paid,2024-05-31,Flat,4.0,6.0
84,202.0,Cleaning (Communal Areas),182,1,2024,2024-01-01,2024-05-30,Paid,2024-06-18,Flat,4.0,6.0
84,202.0,Lift Maintenance,168,1,2024,2024-01-01,2024-05-30,Paid,2024-06-13,Flat,4.0,6.0
84,202.0,Building Repairs,258,1,2024,2024-01-01,2024-05-30,Paid,2024-06-20,Flat,4.0,6.0
84,202.0,Management Fee,86,1,2024,2024-01-01,2024-05-30,Paid,2024-06-28,Flat,4.0,6.0
84,202.0,Security Systems,72,1,2024,2024-01-01,2024-05-30,Paid,2024-06-17,Flat,4.0,6.0
84,202.0,Electricity (Communal Areas),117,1,2024,2024-01-01,2024-05-30,Paid,2024-06-23,Flat,4.0,6.0
84,202.0,Water (Communal Areas),52,1,2024,2024-01-01,2024-05-30,Paid,2024-06-14,Flat,4.0,6.0
84,202.0,Sinking Fund,184,1,2024,2024-01-01,2024-05-30,Paid,2024-06-08,Flat,4.0,6.0
84,202.0,Building Insurance,192,2,2024,2024-04-01,2024-08-30,Pending,,Flat,4.0,6.0
84,202.0,Grounds Maintenance,105,2,2024,2024-04-01,2024-08-30,Paid,2024-09-14,Flat,4.0,6.0
84,202.0,Cleaning (Communal Areas),175,2,2024,2024-04-01,2024-08-30,Overdue,,Flat,4.0,6.0
84,202.0,Lift Maintenance,146,2,2024,2024-04-01,2024-08-30,Paid,2024-09-09,Flat,4.0,6.0
84,202.0,Building Repairs,257,2,2024,2024-04-01,2024-08-30,Paid,2024-09-04,Flat,4.0,6.0
84,202.0,Management Fee,96,2,2024,2024-04-01,2024-08-30,Paid,2024-09-16,Flat,4.0,6.0
84,202.0,Security Systems,75,2,2024,2024-04-01,2024-08-30,Paid,2024-09-12,Flat,4.0,6.0
84,202.0,Electricity (Communal Areas),124,2,2024,2024-04-01,2024-08-30,Paid,2024-09-19,Flat,4.0,6.0
84,202.0,Water (Communal Areas),66,2,2024,2024-04-01,2024-08-30,Paid,2024-09-09,Flat,4.0,6.0
84,202.0,Sinking Fund,198,2,2024,2024-04-01,2024-08-30,Pending,,Flat,4.0,6.0
84,202.0,Building Insurance,222,3,2024,2024-07-01,2024-11-30,Paid,2024-12-26,Flat,4.0,6.0
84,202.0,Grounds Maintenance,134,3,2024,2024-07-01,2024-11-30,Paid,2024-12-10,Flat,4.0,6.0
84,202.0,Cleaning (Communal Areas),189,3,2024,2024-07-01,2024-11-30,Paid,2024-12-05,Flat,4.0,6.0
84,202.0,Lift Maintenance,168,3,2024,2024-07-01,2024-11-30,Paid,2024-12-10,Flat,4.0,6.0
84,202.0,Building Repairs,251,3,2024,2024-07-01,2024-11-30,Paid,2024-12-09,Flat,4.0,6.0
84,202.0,Management Fee,87,3,2024,2024-07-01,2024-11-30,Paid,2024-12-10,Flat,4.0,6.0
84,202.0,Security Systems,71,3,2024,2024-07-01,2024-11-30,Paid,2024-12-08,Flat,4.0,6.0
84,202.0,Electricity (Communal Areas),136,3,2024,2024-07-01,2024-11-30,Paid,2024-12-04,Flat,4.0,6.0
84,202.0,Water (Communal Areas),57,3,2024,2024-07-01,2024-11-30,Paid,2024-12-15,Flat,4.0,6.0
84,202.0,Sinking Fund,187,3,2024,2024-07-01,2024-11-30,Overdue,,Flat,4.0,6.0
84,202.0,Building Insurance,226,4,2024,2024-10-01,2024-12-31,Paid,2025-01-27,Flat,4.0,6.0
84,202.0,Grounds Maintenance,120,4,2024,2024-10-01,2024-12-31,Pending,,Flat,4.0,6.0
84,202.0,Cleaning (Communal Areas),154,4,2024,2024-10-01,2024-12-31,Paid,2025-01-12,Flat,4.0,6.0
84,202.0,Lift Maintenance,148,4,2024,2024-10-01,2024-12-31,Paid,2025-01-25,Flat,4.0,6.0
84,202.0,Building Repairs,228,4,2024,2024-10-01,2024-12-31,Paid,2025-01-20,Flat,4.0,6.0
84,202.0,Management Fee,109,4,2024,2024-10-01,2024-12-31,Paid,2025-01-10,Flat,4.0,6.0
84,202.0,Security Systems,77,4,2024,2024-10-01,2024-12-31,Overdue,,Flat,4.0,6.0
84,202.0,Electricity (Communal Areas),133,4,2024,2024-10-01,2024-12-31,Paid,2025-01-18,Flat,4.0,6.0
84,202.0,Water (Communal Areas),68,4,2024,2024-10-01,2024-12-31,Paid,2025-01-13,Flat,4.0,6.0
84,202.0,Sinking Fund,184,4,2024,2024-10-01,2024-12-31,Paid,2025-01-30,Flat,4.0,6.0
84,202.0,Building Insurance,220,1,2025,2025-01-01,2025-05-30,Paid,2025-06-12,Flat,4.0,6.0
84,202.0,Grounds Maintenance,109,1,2025,2025-01-01,2025-05-30,Pending,,Flat,4.0,6.0
84,202.0,Cleaning (Communal Areas),186,1,2025,2025-01-01,2025-05-30,Paid,2025-06-05,Flat,4.0,6.0
84,202.0,Lift Maintenance,132,1,2025,2025-01-01,2025-05-30,Paid,2025-06-05,Flat,4.0,6.0
84,202.0,Building Repairs,258,1,2025,2025-01-01,2025-05-30,Pending,,Flat,4.0,6.0
84,202.0,Management Fee,86,1,2025,2025-01-01,2025-05-30,Paid,2025-06-14,Flat,4.0,6.0
84,202.0,Security Systems,81,1,2025,2025-01-01,2025-05-30,Paid,2025-06-28,Flat,4.0,6.0
84,202.0,Electricity (Communal Areas),106,1,2025,2025-01-01,2025-05-30,Paid,2025-06-18,Flat,4.0,6.0
84,202.0,Water (Communal Areas),54,1,2025,2025-01-01,2025-05-30,Paid,2025-06-19,Flat,4.0,6.0
84,202.0,Sinking Fund,183,1,2025,2025-01-01,2025-05-30,Pending,,Flat,4.0,6.0
85,14.0,Building Insurance,220,2,2023,2023-04-01,2023-08-30,Paid,2023-09-04,Flat,5.0,9.0
85,14.0,Grounds Maintenance,131,2,2023,2023-04-01,2023-08-30,Paid,2023-09-06,Flat,5.0,9.0
85,14.0,Cleaning (Communal Areas),160,2,2023,2023-04-01,2023-08-30,Paid,2023-09-05,Flat,5.0,9.0
85,14.0,Lift Maintenance,150,2,2023,2023-04-01,2023-08-30,Paid,2023-09-24,Flat,5.0,9.0
85,14.0,Building Repairs,283,2,2023,2023-04-01,2023-08-30,Paid,2023-09-05,Flat,5.0,9.0
85,14.0,Management Fee,90,2,2023,2023-04-01,2023-08-30,Paid,2023-09-21,Flat,5.0,9.0
85,14.0,Security Systems,82,2,2023,2023-04-01,2023-08-30,Paid,2023-09-07,Flat,5.0,9.0
85,14.0,Electricity (Communal Areas),125,2,2023,2023-04-01,2023-08-30,Paid,2023-09-19,Flat,5.0,9.0
85,14.0,Water (Communal Areas),55,2,2023,2023-04-01,2023-08-30,Paid,2023-09-02,Flat,5.0,9.0
85,14.0,Sinking Fund,206,2,2023,2023-04-01,2023-08-30,Paid,2023-09-20,Flat,5.0,9.0
85,14.0,Building Insurance,171,3,2023,2023-07-01,2023-11-30,Paid,2023-12-21,Flat,5.0,9.0
85,14.0,Grounds Maintenance,114,3,2023,2023-07-01,2023-11-30,Paid,2023-12-05,Flat,5.0,9.0
85,14.0,Cleaning (Communal Areas),163,3,2023,2023-07-01,2023-11-30,Paid,2023-12-23,Flat,5.0,9.0
85,14.0,Lift Maintenance,160,3,2023,2023-07-01,2023-11-30,Paid,2023-12-16,Flat,5.0,9.0
85,14.0,Building Repairs,217,3,2023,2023-07-01,2023-11-30,Paid,2023-12-12,Flat,5.0,9.0
85,14.0,Management Fee,114,3,2023,2023-07-01,2023-11-30,Paid,2023-12-24,Flat,5.0,9.0
85,14.0,Security Systems,79,3,2023,2023-07-01,2023-11-30,Disputed,,Flat,5.0,9.0
85,14.0,Electricity (Communal Areas),131,3,2023,2023-07-01,2023-11-30,Paid,2023-12-01,Flat,5.0,9.0
85,14.0,Water (Communal Areas),56,3,2023,2023-07-01,2023-11-30,Paid,2023-12-24,Flat,5.0,9.0
85,14.0,Sinking Fund,218,3,2023,2023-07-01,2023-11-30,Paid,2023-12-24,Flat,5.0,9.0
85,14.0,Building Insurance,184,4,2023,2023-10-01,2023-12-31,Overdue,,Flat,5.0,9.0
85,14.0,Grounds Maintenance,125,4,2023,2023-10-01,2023-12-31,Paid,2024-01-30,Flat,5.0,9.0
85,14.0,Cleaning (Communal Areas),195,4,2023,2023-10-01,2023-12-31,Paid,2024-01-10,Flat,5.0,9.0
85,14.0,Lift Maintenance,142,4,2023,2023-10-01,2023-12-31,Paid,2024-01-24,Flat,5.0,9.0
85,14.0,Building Repairs,234,4,2023,2023-10-01,2023-12-31,Paid,2024-01-01,Flat,5.0,9.0
85,14.0,Management Fee,108,4,2023,2023-10-01,2023-12-31,Paid,2024-01-10,Flat,5.0,9.0
85,14.0,Security Systems,91,4,2023,2023-10-01,2023-12-31,Paid,2024-01-22,Flat,5.0,9.0
85,14.0,Electricity (Communal Areas),124,4,2023,2023-10-01,2023-12-31,Overdue,,Flat,5.0,9.0
85,14.0,Water (Communal Areas),68,4,2023,2023-10-01,2023-12-31,Paid,2024-01-16,Flat,5.0,9.0
85,14.0,Sinking Fund,196,4,2023,2023-10-01,2023-12-31,Paid,2024-01-14,Flat,5.0,9.0
85,14.0,Building Insurance,190,1,2024,2024-01-01,2024-05-30,Paid,2024-06-21,Flat,5.0,9.0
85,14.0,Grounds Maintenance,119,1,2024,2024-01-01,2024-05-30,Pending,,Flat,5.0,9.0
85,14.0,Cleaning (Communal Areas),176,1,2024,2024-01-01,2024-05-30,Paid,2024-06-25,Flat,5.0,9.0
85,14.0,Lift Maintenance,153,1,2024,2024-01-01,2024-05-30,Paid,2024-06-26,Flat,5.0,9.0
85,14.0,Building Repairs,265,1,2024,2024-01-01,2024-05-30,Paid,2024-06-17,Flat,5.0,9.0
85,14.0,Management Fee,87,1,2024,2024-01-01,2024-05-30,Paid,2024-06-25,Flat,5.0,9.0
85,14.0,Security Systems,85,1,2024,2024-01-01,2024-05-30,Paid,2024-06-04,Flat,5.0,9.0
85,14.0,Electricity (Communal Areas),111,1,2024,2024-01-01,2024-05-30,Paid,2024-06-12,Flat,5.0,9.0
85,14.0,Water (Communal Areas),60,1,2024,2024-01-01,2024-05-30,Paid,2024-06-29,Flat,5.0,9.0
85,14.0,Sinking Fund,197,1,2024,2024-01-01,2024-05-30,Paid,2024-06-26,Flat,5.0,9.0
85,14.0,Building Insurance,199,2,2024,2024-04-01,2024-08-30,Paid,2024-09-10,Flat,5.0,9.0
85,14.0,Grounds Maintenance,111,2,2024,2024-04-01,2024-08-30,Paid,2024-09-21,Flat,5.0,9.0
85,14.0,Cleaning (Communal Areas),179,2,2024,2024-04-01,2024-08-30,Paid,2024-09-18,Flat,5.0,9.0
85,14.0,Lift Maintenance,134,2,2024,2024-04-01,2024-08-30,Pending,,Flat,5.0,9.0
85,14.0,Building Repairs,241,2,2024,2024-04-01,2024-08-30,Paid,2024-09-23,Flat,5.0,9.0
85,14.0,Management Fee,94,2,2024,2024-04-01,2024-08-30,Paid,2024-09-13,Flat,5.0,9.0
85,14.0,Security Systems,73,2,2024,2024-04-01,2024-08-30,Paid,2024-09-02,Flat,5.0,9.0
85,14.0,Electricity (Communal Areas),112,2,2024,2024-04-01,2024-08-30,Paid,2024-09-09,Flat,5.0,9.0
85,14.0,Water (Communal Areas),54,2,2024,2024-04-01,2024-08-30,Paid,2024-09-23,Flat,5.0,9.0
85,14.0,Sinking Fund,185,2,2024,2024-04-01,2024-08-30,Pending,,Flat,5.0,9.0
85,14.0,Building Insurance,216,3,2024,2024-07-01,2024-11-30,Paid,2024-12-25,Flat,5.0,9.0
85,14.0,Grounds Maintenance,121,3,2024,2024-07-01,2024-11-30,Overdue,,Flat,5.0,9.0
85,14.0,Cleaning (Communal Areas),161,3,2024,2024-07-01,2024-11-30,Paid,2024-12-23,Flat,5.0,9.0
85,14.0,Lift Maintenance,131,3,2024,2024-07-01,2024-11-30,Paid,2024-12-14,Flat,5.0,9.0
85,14.0,Building Repairs,238,3,2024,2024-07-01,2024-11-30,Paid,2024-12-17,Flat,5.0,9.0
85,14.0,Management Fee,111,3,2024,2024-07-01,2024-11-30,Paid,2024-12-07,Flat,5.0,9.0
