compliance_id,propertyid,compliance_type,last_inspection_date,next_due_date,days_until_due,status,risk_level,responsible_person,regulatory_body,certificate_reference,notes,remedial_actions_required,property_type,is_higher_risk,property_age_years,blockid,estateid,patchid
650,64,Fire Extinguisher Inspection,2024-11-10,2025-11-05,191,Compliant,Low,Abbie Banks,Building Safety Regulator,FIR-aR710Ik-2024,,,Flat,False,31.0,1.0,1.0,1.0
651,64,Smoke/Heat Detector Test,2025-03-04,2026-02-27,305,Compliant,Medium,Albert Hardy,Fire and Rescue Authority,SMO-Yz244AY-2025,,,Flat,False,31.0,1.0,1.0,1.0
652,64,Water Risk Assessment,2024-08-02,2026-07-23,451,Compliant,Medium,Frederick Franklin-Owen,Regulator of Social Housing,WAT-lo612pc-2024,No issues found.,,Flat,False,31.0,1.0,1.0,1.0
653,65,Fire Risk Assessment,2024-06-09,2025-06-04,37,Compliant,High,Anthony Ross,Building Safety Regulator,FIR-Gp775MZ-2024,,,Flat,False,29.0,8.0,4.0,7.0
654,65,Gas Safety Certificate,2024-12-16,2025-12-11,227,Compliant,Low,Wendy Watkins,Housing Ombudsman,GAS-yt311sM-2024,,,Flat,False,29.0,8.0,4.0,7.0
655,65,Electrical Installation Condition Report,2024-01-27,2028-12-31,1343,Compliant,Low,Shane Williams,Housing Ombudsman,ELE-XG134gr-2024,,,Flat,False,29.0,8.0,4.0,7.0
656,65,Asbestos Survey,2023-11-23,2025-11-12,198,Compliant,Medium,Rebecca Walker,Health and Safety Executive,ASB-Io266yt-2023,,,Flat,False,29.0,8.0,4.0,7.0
657,65,Legionella Risk Assessment,2024-06-18,2026-06-08,406,Compliant,High,Megan Barber,Housing Ombudsman,LEG-St411SF-2024,All systems functioning correctly.,,Flat,False,29.0,8.0,4.0,7.0
658,65,Lift Inspection,2024-11-11,2025-05-10,12,Due Soon,Critical,Claire Green,Local Authority Building Control,LIF-ub321Eo-2024,,,Flat,False,29.0,8.0,4.0,7.0
659,65,Emergency Lighting Test,2024-08-22,2025-08-17,111,Compliant,Low,Kelly Collins,Fire and Rescue Authority,EME-oj386tU-2024,,,Flat,False,29.0,8.0,4.0,7.0
660,65,Fire Extinguisher Inspection,2024-10-26,2025-10-21,176,Compliant,Critical,Dr Brian Griffiths,Building Safety Regulator,FIR-Id571vI-2024,,,Flat,False,29.0,8.0,4.0,7.0
661,65,Water Risk Assessment,2023-11-12,2025-11-01,187,Compliant,Low,Danielle Jones,Fire and Rescue Authority,WAT-fB337ky-2023,,,Flat,False,29.0,8.0,4.0,7.0
662,66,Fire Risk Assessment,2025-01-29,2026-01-24,271,Compliant,Medium,Christine Hunt,Building Safety Regulator,FIR-OJ563HR-2025,,,House,False,33.0,14.0,9.0,2.0
663,66,Gas Safety Certificate,2024-08-07,2025-08-02,96,Compliant,High,Deborah Powell,Local Authority Building Control,GAS-UO318Ar-2024,,,House,False,33.0,14.0,9.0,2.0
664,66,Electrical Installation Condition Report,2024-08-22,2029-07-27,1551,Compliant,High,Jay Grant-Morrison,Housing Ombudsman,ELE-xU869Ek-2024,All systems functioning correctly.,,House,False,33.0,14.0,9.0,2.0
665,66,Asbestos Survey,2023-11-19,2025-11-08,194,Compliant,Low,Dr Abdul Stone,Local Authority Building Control,ASB-cC595QZ-2023,All systems functioning correctly.,,House,False,33.0,14.0,9.0,2.0
666,66,Legionella Risk Assessment,2025-02-27,2027-02-17,660,Compliant,High,Gillian Baldwin,Building Safety Regulator,LEG-Fx433yL-2025,,,House,False,33.0,14.0,9.0,2.0
667,66,Emergency Lighting Test,2024-08-26,2025-08-21,115,Compliant,Medium,Dr Alan Farmer,Housing Ombudsman,EME-cE887us-2024,Minor recommendations noted for future reference.,,House,False,33.0,14.0,9.0,2.0
668,66,Smoke/Heat Detector Test,2024-06-10,2025-06-05,38,Compliant,Low,Miss Margaret Lee,Housing Ombudsman,SMO-tA733va-2024,All systems functioning correctly.,,House,False,33.0,14.0,9.0,2.0
669,66,Water Risk Assessment,2024-03-09,2026-02-27,305,Compliant,Low,Jordan Wilkinson-Davies,Housing Ombudsman,WAT-rP183jp-2024,,,House,False,33.0,14.0,9.0,2.0
670,67,Fire Risk Assessment,2024-12-04,2025-11-29,215,Compliant,High,Lydia Bailey,Local Authority Building Control,FIR-OQ289AH-2024,,,House,False,35.0,9.0,5.0,4.0
671,67,Gas Safety Certificate,2025-01-31,2026-01-26,273,Compliant,High,Clive Smith,Building Safety Regulator,GAS-vZ004Fy-2025,,,House,False,35.0,9.0,5.0,4.0
672,67,Electrical Installation Condition Report,2025-01-25,2029-12-30,1707,Compliant,High,Iain Singh,Housing Ombudsman,ELE-JX220GS-2025,,,House,False,35.0,9.0,5.0,4.0
673,67,Asbestos Survey,2024-01-20,2026-01-09,256,Compliant,Low,Richard Parkes,Health and Safety Executive,ASB-mU678BQ-2024,,,House,False,35.0,9.0,5.0,4.0
674,67,Legionella Risk Assessment,2024-10-03,2026-09-23,513,Compliant,Low,Jeremy Parsons,Housing Ombudsman,LEG-kZ701SC-2024,,,House,False,35.0,9.0,5.0,4.0
675,67,Emergency Lighting Test,2025-01-28,2026-01-23,270,Compliant,Medium,George Hunter,Housing Ombudsman,EME-kV234CU-2025,,,House,False,35.0,9.0,5.0,4.0
676,67,Fire Alarm System Test,2025-03-29,2025-09-25,150,Compliant,Medium,Dr Phillip Harris,Housing Ombudsman,FIR-Xh938Eu-2025,,,House,False,35.0,9.0,5.0,4.0
677,67,Smoke/Heat Detector Test,2024-09-20,2025-09-15,140,Compliant,Medium,Howard Simmons,Fire and Rescue Authority,SMO-Ua582yW-2024,,,House,False,35.0,9.0,5.0,4.0
678,67,Water Risk Assessment,2023-12-22,2025-12-11,227,Compliant,Medium,Mr Francis Abbott,Building Safety Regulator,WAT-IH296tp-2023,,,House,False,35.0,9.0,5.0,4.0
679,68,Fire Risk Assessment,2024-05-07,2025-05-02,4,Due Soon,Critical,Ms Geraldine Kennedy,Building Safety Regulator,FIR-Pr299BY-2024,Follow-up required before expiry.,,House,False,35.0,2.0,1.0,1.0
680,68,Gas Safety Certificate,2024-06-26,2025-06-21,54,Compliant,Low,Janice Talbot,Building Safety Regulator,GAS-OP805Mf-2024,,,House,False,35.0,2.0,1.0,1.0
681,68,Asbestos Survey,2023-11-10,2025-10-30,185,Compliant,Low,Irene Allan,Regulator of Social Housing,ASB-yL097CA-2023,,,House,False,35.0,2.0,1.0,1.0
682,68,Legionella Risk Assessment,2025-01-09,2026-12-30,611,Compliant,Medium,Dr Shirley Miles,Fire and Rescue Authority,LEG-ic402yv-2025,,,House,False,35.0,2.0,1.0,1.0
683,68,Emergency Lighting Test,2024-06-19,2025-06-14,47,Compliant,Medium,Katie Porter-Goodwin,Regulator of Social Housing,EME-VK688uZ-2024,,,House,False,35.0,2.0,1.0,1.0
684,68,Fire Alarm System Test,2024-12-07,2025-06-05,38,Compliant,Medium,Conor Anderson-Patterson,Fire and Rescue Authority,FIR-ZP218Ar-2024,,,House,False,35.0,2.0,1.0,1.0
685,68,Fire Extinguisher Inspection,2024-07-07,2025-07-02,65,Compliant,Critical,Dr Brett Wood,Regulator of Social Housing,FIR-fU572Dl-2024,,,House,False,35.0,2.0,1.0,1.0
686,68,Smoke/Heat Detector Test,2025-02-27,2026-02-22,300,Compliant,High,Matthew Smart,Building Safety Regulator,SMO-DQ066Gk-2025,,,House,False,35.0,2.0,1.0,1.0
687,68,Water Risk Assessment,2023-11-25,2025-11-14,200,Compliant,Low,Malcolm Campbell-Jones,Fire and Rescue Authority,WAT-uM871SI-2023,,,House,False,35.0,2.0,1.0,1.0
688,69,Fire Risk Assessment,2025-04-02,2026-03-28,334,Critical Overdue,Medium,Natasha Mills,Health and Safety Executive,FIR-Ai855fv-2025,Urgent action required - escalated to director level.,Prepare documentation for regulatory submission.,Flat,False,33.0,5.0,3.0,4.0
689,69,Gas Safety Certificate,2024-09-18,2025-09-13,138,Compliant,Critical,Billy Randall,Fire and Rescue Authority,GAS-vK397ah-2024,No issues found.,,Flat,False,33.0,5.0,3.0,4.0
690,69,Electrical Installation Condition Report,2024-10-05,2029-09-09,1595,Compliant,Critical,Paige Ward-Bevan,Housing Ombudsman,ELE-sn530xT-2024,,,Flat,False,33.0,5.0,3.0,4.0
691,69,Asbestos Survey,2024-10-31,2026-10-21,541,Compliant,Low,Victoria Davies-Ryan,Building Safety Regulator,ASB-fR169zn-2024,Fully compliant with current regulations.,,Flat,False,33.0,5.0,3.0,4.0
692,69,Legionella Risk Assessment,2023-08-24,2025-08-13,107,Compliant,Low,Kathryn Baldwin,Regulator of Social Housing,LEG-Fe090wk-2023,,,Flat,False,33.0,5.0,3.0,4.0
693,69,Lift Inspection,2025-02-26,2025-08-25,119,Compliant,Low,Abigail Sykes,Local Authority Building Control,LIF-fw895AI-2025,Routine inspection completed successfully.,,Flat,False,33.0,5.0,3.0,4.0
694,69,Emergency Lighting Test,2024-10-08,2025-10-03,158,Compliant,Low,Rosie O'Connor-Rhodes,Local Authority Building Control,EME-Hl899gS-2024,,,Flat,False,33.0,5.0,3.0,4.0
695,69,Fire Alarm System Test,2025-04-05,2025-10-02,157,Compliant,Low,Simon Wilson,Regulator of Social Housing,FIR-Oh436wj-2025,,,Flat,False,33.0,5.0,3.0,4.0
696,69,Fire Extinguisher Inspection,2024-12-08,2025-12-03,219,Compliant,Low,Rachael Kirby,Local Authority Building Control,FIR-ur218NR-2024,,,Flat,False,33.0,5.0,3.0,4.0
697,69,Smoke/Heat Detector Test,2025-01-29,2026-01-24,271,Compliant,Low,Mrs Sarah Hewitt,Health and Safety Executive,SMO-OS236Zr-2025,,,Flat,False,33.0,5.0,3.0,4.0
698,69,Water Risk Assessment,2024-12-30,2026-12-20,601,Compliant,Low,Dean Norton,Fire and Rescue Authority,WAT-VN656Ui-2024,,,Flat,False,33.0,5.0,3.0,4.0
699,70,Fire Risk Assessment,2024-05-08,2025-05-03,5,Due Soon,Medium,Dr Jacqueline Edwards,Building Safety Regulator,FIR-Mc658LO-2024,Inspection scheduled for next month.,,House,False,32.0,13.0,8.0,6.0
700,70,Gas Safety Certificate,2024-09-05,2025-08-31,125,Compliant,Medium,Mr Shaun Khan,Health and Safety Executive,GAS-Px185hP-2024,,,House,False,32.0,13.0,8.0,6.0
701,70,Electrical Installation Condition Report,2020-11-25,2025-10-30,185,Compliant,Low,Bernard Wright,Regulator of Social Housing,ELE-ld211Mp-2020,,,House,False,32.0,13.0,8.0,6.0
702,70,Asbestos Survey,2024-05-02,2026-04-22,359,Compliant,Medium,Thomas Shepherd,Health and Safety Executive,ASB-km536hx-2024,,,House,False,32.0,13.0,8.0,6.0
703,70,Legionella Risk Assessment,2024-03-16,2026-03-06,312,Compliant,Low,Derek Wood,Fire and Rescue Authority,LEG-ZA857zq-2024,All systems functioning correctly.,,House,False,32.0,13.0,8.0,6.0
704,70,Emergency Lighting Test,2024-07-09,2025-07-04,67,Compliant,Low,Shaun Brown,Regulator of Social Housing,EME-mp240or-2024,,,House,False,32.0,13.0,8.0,6.0
705,70,Fire Alarm System Test,2025-03-08,2025-09-04,129,Compliant,Medium,Hayley Ward,Local Authority Building Control,FIR-kV065qI-2025,,,House,False,32.0,13.0,8.0,6.0
706,70,Fire Extinguisher Inspection,2024-12-22,2025-12-17,233,Compliant,Low,Lynda Fisher,Fire and Rescue Authority,FIR-sz899Bm-2024,No issues found.,,House,False,32.0,13.0,8.0,6.0
707,70,Smoke/Heat Detector Test,2024-05-24,2025-05-19,21,Due Soon,Low,Tracey Brown,Health and Safety Executive,SMO-sX484TT-2024,,,House,False,32.0,13.0,8.0,6.0
708,71,Fire Risk Assessment,2024-08-19,2025-08-14,108,Compliant,Medium,Lynn Sykes,Housing Ombudsman,FIR-LG837Sg-2024,,,House,False,35.0,2.0,1.0,2.0
709,71,Gas Safety Certificate,2024-08-10,2025-08-05,99,Compliant,Critical,Dr Barry Rhodes,Local Authority Building Control,GAS-PK385tT-2024,,,House,False,35.0,2.0,1.0,2.0
710,71,Electrical Installation Condition Report,2022-12-14,2027-11-18,934,Compliant,Medium,Jill Arnold,Housing Ombudsman,ELE-Qh998Hs-2022,Routine inspection completed successfully.,,House,False,35.0,2.0,1.0,2.0
711,71,Asbestos Survey,2024-11-01,2026-10-22,542,Compliant,Medium,Mr Louis Jones,Health and Safety Executive,ASB-us518zv-2024,,,House,False,35.0,2.0,1.0,2.0
712,71,Legionella Risk Assessment,2025-04-16,2027-04-06,708,Compliant,Medium,Mr Edward Adams,Building Safety Regulator,LEG-KD220fd-2025,,,House,False,35.0,2.0,1.0,2.0
713,71,Emergency Lighting Test,2024-12-17,2025-12-12,228,Compliant,Medium,Dr Abigail Dobson,Fire and Rescue Authority,EME-eb388Uu-2024,,,House,False,35.0,2.0,1.0,2.0
714,71,Fire Alarm System Test,2024-12-22,2025-06-20,53,Compliant,Low,Ms Tracey Jenkins,Building Safety Regulator,FIR-mA118Ms-2024,,,House,False,35.0,2.0,1.0,2.0
715,71,Fire Extinguisher Inspection,2024-12-06,2025-12-01,217,Compliant,High,Declan Brown-Hill,Housing Ombudsman,FIR-wJ088Cz-2024,Fully compliant with current regulations.,,House,False,35.0,2.0,1.0,2.0
716,71,Smoke/Heat Detector Test,2024-12-11,2025-12-06,222,Compliant,High,Josephine Lloyd,Housing Ombudsman,SMO-Gc558hx-2024,,,House,False,35.0,2.0,1.0,2.0
717,71,Water Risk Assessment,2024-11-26,2026-11-16,567,Compliant,Low,Dr Vincent Lewis,Health and Safety Executive,WAT-Aw853Im-2024,Minor recommendations noted for future reference.,,House,False,35.0,2.0,1.0,2.0
718,72,Fire Risk Assessment,2024-06-10,2025-06-05,38,Compliant,High,Maurice Booth-Gibbs,Regulator of Social Housing,FIR-CK225uf-2024,,,House,False,35.0,7.0,4.0,
719,72,Gas Safety Certificate,2024-07-12,2025-07-07,70,Compliant,Low,Dr Emma Collier,Local Authority Building Control,GAS-ZC046Rl-2024,Routine inspection completed successfully.,,House,False,35.0,7.0,4.0,
720,72,Electrical Installation Condition Report,2022-10-20,2027-09-24,879,Compliant,Medium,Dr Keith Kaur,Fire and Rescue Authority,ELE-QC179Pm-2022,,,House,False,35.0,7.0,4.0,
721,72,Asbestos Survey,2024-12-18,2026-12-08,589,Compliant,Critical,Gerald Carter,Building Safety Regulator,ASB-pp489Yr-2024,Fully compliant with current regulations.,,House,False,35.0,7.0,4.0,
722,72,Legionella Risk Assessment,2023-07-04,2025-06-23,56,Compliant,Medium,Naomi Smith,Fire and Rescue Authority,LEG-WL400Gq-2023,,,House,False,35.0,7.0,4.0,
723,72,Emergency Lighting Test,2024-09-12,2025-09-07,132,Compliant,Medium,Ian Hewitt,Building Safety Regulator,EME-HK429LE-2024,,,House,False,35.0,7.0,4.0,
724,72,Fire Alarm System Test,2025-03-17,2025-09-13,138,Compliant,Critical,Nicole Thomas,Fire and Rescue Authority,FIR-kK792Cn-2025,,,House,False,35.0,7.0,4.0,
725,72,Fire Extinguisher Inspection,2025-03-23,2026-03-18,324,Compliant,Medium,Charles Evans,Fire and Rescue Authority,FIR-bF124kj-2025,,,House,False,35.0,7.0,4.0,
726,72,Smoke/Heat Detector Test,2024-06-02,2025-05-28,30,Compliant,Low,Alison Atkinson-Jenkins,Building Safety Regulator,SMO-li341OJ-2024,,,House,False,35.0,7.0,4.0,
727,72,Water Risk Assessment,2024-08-05,2026-07-26,454,Compliant,High,Phillip Matthews,Building Safety Regulator,WAT-cU357sI-2024,No issues found.,,House,False,35.0,7.0,4.0,
728,73,Fire Risk Assessment,2024-12-21,2025-12-16,232,Compliant,Low,Georgina Fox,Regulator of Social Housing,FIR-wm603py-2024,,,Flat,False,31.0,1.0,1.0,1.0
729,73,Gas Safety Certificate,2025-03-11,2026-03-06,312,Overdue,Low,Dr Ashley Griffiths,Housing Ombudsman,GAS-Jm803Nn-2025,Budget constraints affecting renewal.,Implement temporary safety measures until full compliance achieved.,Flat,False,31.0,1.0,1.0,1.0
730,73,Electrical Installation Condition Report,2023-11-08,2028-10-12,1263,Compliant,Low,Geraldine Chadwick,Health and Safety Executive,ELE-sl523dZ-2023,,,Flat,False,31.0,1.0,1.0,1.0
731,73,Asbestos Survey,2024-08-18,2026-08-08,467,Compliant,Low,Hazel Kirk,Building Safety Regulator,ASB-FJ740hF-2024,,,Flat,False,31.0,1.0,1.0,1.0
732,73,Legionella Risk Assessment,2025-04-14,2027-04-04,706,Compliant,High,Samantha Powell,Fire and Rescue Authority,LEG-Do077wP-2025,,,Flat,False,31.0,1.0,1.0,1.0
733,73,Lift Inspection,2025-02-18,2025-08-17,111,Compliant,High,Rhys Price,Local Authority Building Control,LIF-rO803Bt-2025,,,Flat,False,31.0,1.0,1.0,1.0
734,73,Emergency Lighting Test,2024-06-27,2025-06-22,55,Compliant,Low,Dr Trevor Scott,Regulator of Social Housing,EME-jM521CS-2024,,,Flat,False,31.0,1.0,1.0,1.0
735,73,Fire Alarm System Test,2024-11-16,2025-05-15,17,Due Soon,Medium,Mrs Suzanne Gordon,Fire and Rescue Authority,FIR-SM243Nn-2024,Inspection scheduled for next month.,,Flat,False,31.0,1.0,1.0,1.0
736,73,Fire Extinguisher Inspection,2024-12-16,2025-12-11,227,Compliant,Low,Tony Simpson,Housing Ombudsman,FIR-pf971JW-2024,,,Flat,False,31.0,1.0,1.0,1.0
737,73,Smoke/Heat Detector Test,2024-08-31,2025-08-26,120,Compliant,Low,Karl Watkins-Singh,Regulator of Social Housing,SMO-cC190Eu-2024,,,Flat,False,31.0,1.0,1.0,1.0
738,73,Water Risk Assessment,2025-04-19,2027-04-09,711,Compliant,Medium,Miss Diane Cole,Fire and Rescue Authority,WAT-iF273kk-2025,,,Flat,False,31.0,1.0,1.0,1.0
739,74,Fire Risk Assessment,2025-01-22,2026-01-17,264,Compliant,Medium,Jennifer Graham,Housing Ombudsman,FIR-zz803ns-2025,,,Flat,False,33.0,5.0,3.0,2.0
740,74,Gas Safety Certificate,2024-06-02,2025-05-28,30,Compliant,High,Dr Rhys Johnson,Building Safety Regulator,GAS-Ag144Bv-2024,,,Flat,False,33.0,5.0,3.0,2.0
741,74,Electrical Installation Condition Report,2022-06-05,2027-05-10,742,Compliant,Medium,Janet Gray,Housing Ombudsman,ELE-Oy318mW-2022,,,Flat,False,33.0,5.0,3.0,2.0
742,74,Asbestos Survey,2023-11-01,2025-10-21,176,Compliant,Low,Alexander Chamberlain-Rose,Building Safety Regulator,ASB-Ro197Dv-2023,No issues found.,,Flat,False,33.0,5.0,3.0,2.0
743,74,Legionella Risk Assessment,2023-07-16,2025-07-05,68,Compliant,Low,Mr Tom Faulkner,Building Safety Regulator,LEG-EH489qF-2023,,,Flat,False,33.0,5.0,3.0,2.0
744,74,Lift Inspection,2025-04-24,2025-10-21,176,Critical Overdue,Low,Mohammed Jones,Health and Safety Executive,LIF-Hz630CT-2025,Legal compliance team notified of breach.,Schedule inspection immediately.,Flat,False,33.0,5.0,3.0,2.0
745,74,Emergency Lighting Test,2024-09-16,2025-09-11,136,Compliant,Low,Ross Clarke,Local Authority Building Control,EME-wG619wO-2024,No issues found.,,Flat,False,33.0,5.0,3.0,2.0
746,74,Fire Alarm System Test,2025-02-08,2025-08-07,101,Compliant,Low,Miss Ashleigh Schofield,Building Safety Regulator,FIR-xi894ka-2025,,,Flat,False,33.0,5.0,3.0,2.0
747,74,Fire Extinguisher Inspection,2024-11-10,2025-11-05,191,Due Soon,High,Dr Barry Morgan,Local Authority Building Control,FIR-xJ138ak-2024,Follow-up required before expiry.,Allocate budget for necessary repairs before certification.,Flat,False,33.0,5.0,3.0,2.0
748,74,Smoke/Heat Detector Test,2024-12-21,2025-12-16,232,Compliant,High,Patricia Adams,Health and Safety Executive,SMO-XC674rr-2024,All systems functioning correctly.,,Flat,False,33.0,5.0,3.0,2.0
749,74,Water Risk Assessment,2024-12-23,2026-12-13,594,Compliant,Critical,Judith Simpson-Webb,Health and Safety Executive,WAT-dB870Ve-2024,No issues found.,,Flat,False,33.0,5.0,3.0,2.0
750,75,Fire Risk Assessment,2024-08-29,2025-08-24,118,Compliant,Critical,Louis Brooks-Burrows,Fire and Rescue Authority,FIR-BA832uT-2024,,,House,False,35.0,4.0,2.0,5.0
751,75,Gas Safety Certificate,2024-07-21,2025-07-16,79,Compliant,High,Lydia Reeves,Fire and Rescue Authority,GAS-mB849RS-2024,,,House,False,35.0,4.0,2.0,5.0
752,75,Electrical Installation Condition Report,2025-01-12,2029-12-17,1694,Compliant,Low,Dr Charlie Wilkinson,Local Authority Building Control,ELE-hS847vD-2025,,,House,False,35.0,4.0,2.0,5.0
753,75,Asbestos Survey,2025-04-13,2027-04-03,705,Compliant,Medium,Charlie Williams-Allan,Health and Safety Executive,ASB-wz929ri-2025,,,House,False,35.0,4.0,2.0,5.0
754,75,Legionella Risk Assessment,2024-07-05,2026-06-25,423,Compliant,Critical,Aimee Hart,Building Safety Regulator,LEG-XU112gk-2024,,,House,False,35.0,4.0,2.0,5.0
755,75,Emergency Lighting Test,2024-12-22,2025-12-17,233,Compliant,High,Maurice Pearson,Housing Ombudsman,EME-yg943rZ-2024,,,House,False,35.0,4.0,2.0,5.0
756,75,Fire Alarm System Test,2025-04-13,2025-10-10,165,Compliant,High,Mrs Pamela Williams,Regulator of Social Housing,FIR-lf672aS-2025,,,House,False,35.0,4.0,2.0,5.0
757,75,Fire Extinguisher Inspection,2024-11-17,2025-11-12,198,Compliant,Medium,Oliver Jones,Regulator of Social Housing,FIR-Mb565Pm-2024,,,House,False,35.0,4.0,2.0,5.0
758,75,Smoke/Heat Detector Test,2025-01-20,2026-01-15,262,Compliant,Medium,Josephine Ward,Regulator of Social Housing,SMO-MW394je-2025,No issues found.,,House,False,35.0,4.0,2.0,5.0
759,75,Water Risk Assessment,2024-07-01,2026-06-21,419,Compliant,Medium,Kieran Harris,Building Safety Regulator,WAT-tT254yw-2024,All systems functioning correctly.,,House,False,35.0,4.0,2.0,5.0
760,76,Fire Risk Assessment,2024-09-01,2025-08-27,121,Compliant,Low,Mrs Margaret Wilson,Housing Ombudsman,FIR-aG904Bg-2024,,,House,False,35.0,2.0,1.0,2.0
761,76,Gas Safety Certificate,2025-02-08,2026-02-03,281,Compliant,Low,Sheila Morris,Fire and Rescue Authority,GAS-wC785uj-2025,,,House,False,35.0,2.0,1.0,2.0
762,76,Electrical Installation Condition Report,2024-08-12,2029-07-17,1541,Compliant,High,Mrs Julie Green,Local Authority Building Control,ELE-Rz640cp-2024,,,House,False,35.0,2.0,1.0,2.0
763,76,Asbestos Survey,2023-08-02,2025-07-22,85,Compliant,Low,Ben Marshall,Regulator of Social Housing,ASB-IT017dh-2023,Fully compliant with current regulations.,,House,False,35.0,2.0,1.0,2.0
764,76,Legionella Risk Assessment,2023-05-30,2025-05-19,21,Due Soon,Low,Mr Ross Richards,Housing Ombudsman,LEG-LR190DT-2023,Contractor appointment pending.,,House,False,35.0,2.0,1.0,2.0
765,76,Emergency Lighting Test,2024-08-04,2025-07-30,93,Compliant,Low,Deborah Campbell,Health and Safety Executive,EME-LF822VR-2024,,,House,False,35.0,2.0,1.0,2.0
766,76,Fire Alarm System Test,2025-03-08,2025-09-04,129,Compliant,High,Ms Amelia O'Brien,Health and Safety Executive,FIR-vd403Fq-2025,,,House,False,35.0,2.0,1.0,2.0
767,76,Fire Extinguisher Inspection,2024-08-02,2025-07-28,91,Compliant,Medium,Jacob Lewis-Glover,Housing Ombudsman,FIR-NR952Xa-2024,,,House,False,35.0,2.0,1.0,2.0
768,76,Smoke/Heat Detector Test,2025-03-23,2026-03-18,324,Overdue,Medium,Lucy Cross-Marshall,Regulator of Social Housing,SMO-Rs260zg-2025,Multiple attempts to schedule inspection.,Allocate budget for necessary repairs before certification.,House,False,35.0,2.0,1.0,2.0
769,76,Water Risk Assessment,2023-10-05,2025-09-24,149,Compliant,Low,Mr Nicholas Matthews,Building Safety Regulator,WAT-pd314Sy-2023,,,House,False,35.0,2.0,1.0,2.0
