propertyid,valuation_date,property_value_gbp,valuation_method,valuer,estimated_monthly_rent_gbp,rental_yield_percent,property_type,property_age_years,bedrooms,estateid,blockid,year
117,2022-04-29,255000,Cost Approach,Independent Surveyor,987,4.65,Flat,32.0,2,4.0,7.0,2022
117,2023-04-29,270000,Automated Valuation Model,Independent Surveyor,959,4.26,Flat,33.0,2,4.0,7.0,2023
117,2024-04-28,290000,Comparative Market Analysis,Internal Valuation Team,1335,5.52,Flat,34.0,2,4.0,7.0,2024
117,2025-04-28,308000,Comparative Market Analysis,Internal Valuation Team,1456,5.67,Flat,35.0,2,4.0,7.0,2025
118,2020-04-29,330000,Automated Valuation Model,Internal Valuation Team,1187,4.32,Flat,29.0,4,5.0,10.0,2020
118,2021-04-29,356000,Income Capitalization,Independent Surveyor,1440,4.86,Flat,30.0,4,5.0,10.0,2021
118,2022-04-29,370000,Cost Approach,Internal Valuation Team,1809,5.87,Flat,31.0,4,5.0,10.0,2022
118,2023-04-29,393000,Cost Approach,RICS Registered Valuer,1474,4.5,Flat,32.0,4,5.0,10.0,2023
118,2024-04-28,406000,Income Capitalization,Automated System,1777,5.25,Flat,33.0,4,5.0,10.0,2024
118,2025-04-28,431000,Comparative Market Analysis,RICS Registered Valuer,1942,5.41,Flat,34.0,4,5.0,10.0,2025
119,2020-04-29,507000,Income Capitalization,"Fisher, Hall and Ali Valuations",1802,4.27,House,30.0,4,6.0,11.0,2020
119,2021-04-29,539000,Cost Approach,Internal Valuation Team,1805,4.02,House,31.0,4,6.0,11.0,2021
119,2022-04-29,582000,Income Capitalization,Automated System,2350,4.84,House,32.0,4,6.0,11.0,2022
119,2023-04-29,602000,Comparative Market Analysis,Internal Valuation Team,2391,4.77,House,33.0,4,6.0,11.0,2023
119,2024-04-28,629000,Income Capitalization,Automated System,3020,5.76,House,34.0,4,6.0,11.0,2024
119,2025-04-28,673000,Income Capitalization,RICS Registered Valuer,3088,5.51,House,35.0,4,6.0,11.0,2025
120,2020-04-29,307000,On-site Professional Valuation,RICS Registered Valuer,1312,5.13,House,30.0,2,4.0,7.0,2020
120,2021-04-29,323000,Income Capitalization,Automated System,1466,5.44,House,31.0,2,4.0,7.0,2021
120,2022-04-29,343000,Income Capitalization,Internal Valuation Team,1396,4.88,House,32.0,2,4.0,7.0,2022
120,2023-04-29,368000,Comparative Market Analysis,Barnes and Sons Valuations,1313,4.28,House,33.0,2,4.0,7.0,2023
120,2024-04-28,393000,Automated Valuation Model,Independent Surveyor,1540,4.7,House,34.0,2,4.0,7.0,2024
120,2025-04-28,420000,Comparative Market Analysis,RICS Registered Valuer,1573,4.5,House,35.0,2,4.0,7.0,2025
121,2020-04-29,182000,On-site Professional Valuation,Independent Surveyor,789,5.2,Block of Flats,30.0,2,1.0,2.0,2020
121,2021-04-29,195000,Cost Approach,RICS Registered Valuer,874,5.38,Block of Flats,31.0,2,1.0,2.0,2021
121,2022-04-29,205000,Automated Valuation Model,Independent Surveyor,857,5.02,Block of Flats,32.0,2,1.0,2.0,2022
121,2023-04-29,218000,Income Capitalization,Automated System,1011,5.57,Block of Flats,33.0,2,1.0,2.0,2023
121,2024-04-28,229000,On-site Professional Valuation,Internal Valuation Team,855,4.48,Block of Flats,34.0,2,1.0,2.0,2024
121,2025-04-28,242000,Cost Approach,Independent Surveyor,1201,5.96,Block of Flats,35.0,2,1.0,2.0,2025
122,2020-04-29,326000,On-site Professional Valuation,Automated System,1554,5.72,Flat,28.0,3,9.0,14.0,2020
122,2021-04-29,342000,Automated Valuation Model,Internal Valuation Team,1529,5.37,Flat,29.0,3,9.0,14.0,2021
122,2022-04-29,352000,Cost Approach,RICS Registered Valuer,1213,4.14,Flat,30.0,3,9.0,14.0,2022
122,2023-04-29,364000,Automated Valuation Model,Lewis-Bird Valuations,1250,4.12,Flat,31.0,3,9.0,14.0,2023
122,2024-04-28,380000,Automated Valuation Model,Automated System,1718,5.43,Flat,32.0,3,9.0,14.0,2024
122,2025-04-28,404000,On-site Professional Valuation,"Armstrong, Bond and Brown Valuations",1402,4.16,Flat,33.0,3,9.0,14.0,2025
123,2020-04-29,266000,Cost Approach,Internal Valuation Team,1010,4.55,Flat,27.0,1,9.0,15.0,2020
123,2021-04-29,281000,Income Capitalization,Stone-Alexander Valuations,1032,4.41,Flat,28.0,1,9.0,15.0,2021
123,2022-04-29,294000,Comparative Market Analysis,Independent Surveyor,1267,5.17,Flat,29.0,1,9.0,15.0,2022
123,2023-04-29,313000,Income Capitalization,Internal Valuation Team,1424,5.46,Flat,30.0,1,9.0,15.0,2023
123,2024-04-28,326000,Comparative Market Analysis,Automated System,1589,5.85,Flat,31.0,1,9.0,15.0,2024
123,2025-04-28,346000,Income Capitalization,Internal Valuation Team,1185,4.11,Flat,32.0,1,9.0,15.0,2025
124,2020-04-29,260000,Comparative Market Analysis,RICS Registered Valuer,926,4.27,Flat,27.0,2,8.0,13.0,2020
124,2021-04-29,274000,On-site Professional Valuation,Independent Surveyor,1072,4.69,Flat,28.0,2,8.0,13.0,2021
124,2022-04-29,285000,Cost Approach,Internal Valuation Team,1010,4.25,Flat,29.0,2,8.0,13.0,2022
124,2023-04-29,304000,Automated Valuation Model,Independent Surveyor,1028,4.06,Flat,30.0,2,8.0,13.0,2023
124,2024-04-28,321000,On-site Professional Valuation,Internal Valuation Team,1211,4.53,Flat,31.0,2,8.0,13.0,2024
124,2025-04-28,339000,Comparative Market Analysis,Automated System,1419,5.02,Flat,32.0,2,8.0,13.0,2025
125,2020-04-29,271000,Income Capitalization,Independent Surveyor,979,4.33,Block of Flats,28.0,3,3.0,5.0,2020
125,2021-04-29,290000,Comparative Market Analysis,RICS Registered Valuer,1399,5.79,Block of Flats,29.0,3,3.0,5.0,2021
125,2022-04-29,309000,Comparative Market Analysis,RICS Registered Valuer,1031,4.01,Block of Flats,30.0,3,3.0,5.0,2022
125,2023-04-29,319000,Income Capitalization,RICS Registered Valuer,1257,4.73,Block of Flats,31.0,3,3.0,5.0,2023
125,2024-04-28,343000,On-site Professional Valuation,Automated System,1634,5.71,Block of Flats,32.0,3,3.0,5.0,2024
125,2025-04-28,358000,Cost Approach,Independent Surveyor,1341,4.5,Block of Flats,33.0,3,3.0,5.0,2025
126,2020-04-29,147000,Comparative Market Analysis,Newton-Murray Valuations,630,5.14,Flat,30.0,1,1.0,2.0,2020
126,2021-04-29,156000,Income Capitalization,Davey-Brown Valuations,534,4.11,Flat,31.0,1,1.0,2.0,2021
126,2022-04-29,169000,Comparative Market Analysis,Automated System,832,5.91,Flat,32.0,1,1.0,2.0,2022
126,2023-04-29,181000,Cost Approach,Independent Surveyor,837,5.55,Flat,33.0,1,1.0,2.0,2023
126,2024-04-28,187000,Cost Approach,RICS Registered Valuer,766,4.91,Flat,34.0,1,1.0,2.0,2024
126,2025-04-28,196000,On-site Professional Valuation,RICS Registered Valuer,910,5.57,Flat,35.0,1,1.0,2.0,2025
127,2020-04-29,179000,Automated Valuation Model,RICS Registered Valuer,773,5.18,Flat,30.0,2,2.0,4.0,2020
127,2021-04-29,191000,Income Capitalization,RICS Registered Valuer,811,5.09,Flat,31.0,2,2.0,4.0,2021
127,2022-04-29,197000,Income Capitalization,"Wallace, Pritchard and Lawrence Valuations",791,4.82,Flat,32.0,2,2.0,4.0,2022
127,2023-04-29,206000,Comparative Market Analysis,Independent Surveyor,975,5.68,Flat,33.0,2,2.0,4.0,2023
127,2024-04-28,212000,Cost Approach,Internal Valuation Team,939,5.31,Flat,34.0,2,2.0,4.0,2024
127,2025-04-28,221000,Automated Valuation Model,Automated System,1099,5.97,Flat,35.0,2,2.0,4.0,2025
128,2020-04-29,223000,Income Capitalization,Independent Surveyor,1105,5.95,Block of Flats,29.0,1,4.0,6.0,2020
128,2021-04-29,231000,On-site Professional Valuation,Automated System,1125,5.84,Block of Flats,30.0,1,4.0,6.0,2021
128,2022-04-29,246000,Comparative Market Analysis,Singh Inc Valuations,973,4.74,Block of Flats,31.0,1,4.0,6.0,2022
128,2023-04-29,254000,Automated Valuation Model,Internal Valuation Team,903,4.27,Block of Flats,32.0,1,4.0,6.0,2023
128,2024-04-28,269000,Income Capitalization,RICS Registered Valuer,925,4.12,Block of Flats,33.0,1,4.0,6.0,2024
128,2025-04-28,281000,Automated Valuation Model,Independent Surveyor,1335,5.7,Block of Flats,34.0,1,4.0,6.0,2025
129,2020-04-29,279000,Comparative Market Analysis,RICS Registered Valuer,1056,4.54,Flat,30.0,3,6.0,11.0,2020
129,2021-04-29,289000,Comparative Market Analysis,RICS Registered Valuer,1334,5.54,Flat,31.0,3,6.0,11.0,2021
129,2022-04-29,299000,Cost Approach,Automated System,1221,4.9,Flat,32.0,3,6.0,11.0,2022
129,2023-04-29,310000,Income Capitalization,Automated System,1218,4.72,Flat,33.0,3,6.0,11.0,2023
129,2024-04-28,324000,Comparative Market Analysis,Internal Valuation Team,1223,4.53,Flat,34.0,3,6.0,11.0,2024
129,2025-04-28,337000,On-site Professional Valuation,Internal Valuation Team,1509,5.37,Flat,35.0,3,6.0,11.0,2025
130,2020-04-29,289000,Income Capitalization,Internal Valuation Team,1376,5.71,Flat,29.0,2,9.0,16.0,2020
130,2021-04-29,308000,Automated Valuation Model,Macdonald LLC Valuations,1524,5.94,Flat,30.0,2,9.0,16.0,2021
130,2022-04-29,318000,Income Capitalization,Internal Valuation Team,1218,4.6,Flat,31.0,2,9.0,16.0,2022
130,2023-04-29,343000,On-site Professional Valuation,Fox LLC Valuations,1632,5.71,Flat,32.0,2,9.0,16.0,2023
130,2024-04-28,357000,Income Capitalization,Internal Valuation Team,1465,4.92,Flat,33.0,2,9.0,16.0,2024
130,2025-04-28,368000,Income Capitalization,RICS Registered Valuer,1736,5.66,Flat,34.0,2,9.0,16.0,2025
131,2020-04-29,244000,Comparative Market Analysis,Marshall Ltd Valuations,976,4.8,Block of Flats,29.0,2,5.0,10.0,2020
131,2021-04-29,258000,Comparative Market Analysis,Internal Valuation Team,1254,5.83,Block of Flats,30.0,2,5.0,10.0,2021
131,2022-04-29,279000,Automated Valuation Model,RICS Registered Valuer,1022,4.4,Block of Flats,31.0,2,5.0,10.0,2022
131,2023-04-29,289000,Cost Approach,Internal Valuation Team,1371,5.69,Block of Flats,32.0,2,5.0,10.0,2023
131,2024-04-28,298000,Income Capitalization,Smith PLC Valuations,1222,4.92,Block of Flats,33.0,2,5.0,10.0,2024
131,2025-04-28,313000,Automated Valuation Model,Internal Valuation Team,1421,5.45,Block of Flats,34.0,2,5.0,10.0,2025
132,2020-04-29,239000,Cost Approach,RICS Registered Valuer,967,4.85,Flat,27.0,1,8.0,13.0,2020
132,2021-04-29,257000,Automated Valuation Model,RICS Registered Valuer,974,4.55,Flat,28.0,1,8.0,13.0,2021
132,2022-04-29,265000,Income Capitalization,Independent Surveyor,1157,5.24,Flat,29.0,1,8.0,13.0,2022
132,2023-04-29,280000,Automated Valuation Model,Internal Valuation Team,1345,5.77,Flat,30.0,1,8.0,13.0,2023
132,2024-04-28,289000,Automated Valuation Model,RICS Registered Valuer,1148,4.77,Flat,31.0,1,8.0,13.0,2024
132,2025-04-28,307000,Income Capitalization,"Lamb, Yates and Francis Valuations",1431,5.59,Flat,32.0,1,8.0,13.0,2025
133,2020-04-29,197000,Cost Approach,Automated System,982,5.98,Flat,30.0,3,1.0,2.0,2020
133,2021-04-29,208000,On-site Professional Valuation,Phillips-Pollard Valuations,861,4.97,Flat,31.0,3,1.0,2.0,2021
133,2022-04-29,218000,Comparative Market Analysis,Independent Surveyor,825,4.54,Flat,32.0,3,1.0,2.0,2022
133,2023-04-29,231000,Cost Approach,Internal Valuation Team,781,4.06,Flat,33.0,3,1.0,2.0,2023
133,2024-04-28,247000,Cost Approach,"Pritchard, Mistry and Davidson Valuations",1018,4.94,Flat,34.0,3,1.0,2.0,2024
133,2025-04-28,267000,Comparative Market Analysis,RICS Registered Valuer,1323,5.95,Flat,35.0,3,1.0,2.0,2025
134,2020-04-29,314000,Comparative Market Analysis,RICS Registered Valuer,1186,4.53,Flat,30.0,4,5.0,9.0,2020
134,2021-04-29,332000,Automated Valuation Model,Independent Surveyor,1650,5.97,Flat,31.0,4,5.0,9.0,2021
134,2022-04-29,358000,Income Capitalization,RICS Registered Valuer,1785,5.98,Flat,32.0,4,5.0,9.0,2022
134,2023-04-29,373000,Cost Approach,"Holden, Singh and Fuller Valuations",1441,4.64,Flat,33.0,4,5.0,9.0,2023
134,2024-04-28,385000,On-site Professional Valuation,"Wade, Williams and Robinson Valuations",1733,5.4,Flat,34.0,4,5.0,9.0,2024
134,2025-04-28,399000,Automated Valuation Model,"Sykes, Moore and Griffiths Valuations",1961,5.9,Flat,35.0,4,5.0,9.0,2025
135,2020-04-29,595000,Comparative Market Analysis,Internal Valuation Team,2470,4.98,House,29.0,4,9.0,16.0,2020
135,2021-04-29,620000,On-site Professional Valuation,Automated System,2293,4.44,House,30.0,4,9.0,16.0,2021
135,2022-04-29,638000,Income Capitalization,RICS Registered Valuer,3103,5.84,House,31.0,4,9.0,16.0,2022
135,2023-04-29,668000,Cost Approach,Internal Valuation Team,2424,4.35,House,32.0,4,9.0,16.0,2023
135,2024-04-28,689000,Income Capitalization,Internal Valuation Team,2970,5.17,House,33.0,4,9.0,16.0,2024
135,2025-04-28,739000,Comparative Market Analysis,Independent Surveyor,3523,5.72,House,34.0,4,9.0,16.0,2025
136,2020-04-29,237000,On-site Professional Valuation,Internal Valuation Team,1052,5.32,Flat,28.0,3,3.0,5.0,2020
136,2021-04-29,248000,Income Capitalization,Automated System,960,4.65,Flat,29.0,3,3.0,5.0,2021
136,2022-04-29,265000,Cost Approach,RICS Registered Valuer,1308,5.92,Flat,30.0,3,3.0,5.0,2022
136,2023-04-29,283000,On-site Professional Valuation,Independent Surveyor,1208,5.12,Flat,31.0,3,3.0,5.0,2023
136,2024-04-28,294000,Income Capitalization,Automated System,1269,5.18,Flat,32.0,3,3.0,5.0,2024
136,2025-04-28,308000,Income Capitalization,RICS Registered Valuer,1380,5.38,Flat,33.0,3,3.0,5.0,2025
137,2020-04-29,245000,On-site Professional Valuation,Automated System,1204,5.9,Flat,30.0,4,2.0,4.0,2020
137,2021-04-29,263000,On-site Professional Valuation,Internal Valuation Team,1215,5.54,Flat,31.0,4,2.0,4.0,2021
137,2022-04-29,273000,On-site Professional Valuation,RICS Registered Valuer,1055,4.64,Flat,32.0,4,2.0,4.0,2022
137,2023-04-29,290000,Automated Valuation Model,RICS Registered Valuer,1017,4.21,Flat,33.0,4,2.0,4.0,2023
137,2024-04-28,303000,Cost Approach,Independent Surveyor,1049,4.16,Flat,34.0,4,2.0,4.0,2024
137,2025-04-28,315000,Comparative Market Analysis,Independent Surveyor,1515,5.77,Flat,35.0,4,2.0,4.0,2025
138,2020-04-29,218000,Income Capitalization,Internal Valuation Team,823,4.53,Block of Flats,28.0,2,3.0,5.0,2020
138,2021-04-29,228000,Comparative Market Analysis,Internal Valuation Team,1059,5.57,Block of Flats,29.0,2,3.0,5.0,2021
138,2022-04-29,240000,Income Capitalization,Automated System,1093,5.47,Block of Flats,30.0,2,3.0,5.0,2022
138,2023-04-29,253000,On-site Professional Valuation,Automated System,1003,4.76,Block of Flats,31.0,2,3.0,5.0,2023
138,2024-04-28,262000,On-site Professional Valuation,RICS Registered Valuer,1083,4.96,Block of Flats,32.0,2,3.0,5.0,2024
138,2025-04-28,272000,Comparative Market Analysis,Independent Surveyor,940,4.15,Block of Flats,33.0,2,3.0,5.0,2025
139,2020-04-29,559000,Comparative Market Analysis,Internal Valuation Team,2107,4.52,House,28.0,4,9.0,14.0,2020
139,2021-04-29,585000,Income Capitalization,Internal Valuation Team,2816,5.78,House,29.0,4,9.0,14.0,2021
139,2022-04-29,619000,Comparative Market Analysis,Independent Surveyor,2990,5.8,House,30.0,4,9.0,14.0,2022
139,2023-04-29,656000,Automated Valuation Model,Internal Valuation Team,2858,5.23,House,31.0,4,9.0,14.0,2023
139,2024-04-28,690000,On-site Professional Valuation,Automated System,3052,5.31,House,32.0,4,9.0,14.0,2024
139,2025-04-28,716000,Income Capitalization,RICS Registered Valuer,2508,4.2,House,33.0,4,9.0,14.0,2025
140,2020-04-29,183000,On-site Professional Valuation,Independent Surveyor,779,5.11,Flat,26.0,3,1.0,1.0,2020
140,2021-04-29,195000,Comparative Market Analysis,Internal Valuation Team,747,4.59,Flat,27.0,3,1.0,1.0,2021
140,2022-04-29,204000,Automated Valuation Model,RICS Registered Valuer,867,5.1,Flat,28.0,3,1.0,1.0,2022
140,2023-04-29,211000,Comparative Market Analysis,Independent Surveyor,705,4.01,Flat,29.0,3,1.0,1.0,2023
140,2024-04-28,226000,Automated Valuation Model,RICS Registered Valuer,989,5.25,Flat,30.0,3,1.0,1.0,2024
140,2025-04-28,234000,Cost Approach,Internal Valuation Team,861,4.41,Flat,31.0,3,1.0,1.0,2025
141,2020-04-29,616000,Automated Valuation Model,Automated System,2172,4.23,House,28.0,4,9.0,14.0,2020
141,2021-04-29,650000,Comparative Market Analysis,Joyce-Hudson Valuations,2883,5.32,House,29.0,4,9.0,14.0,2021
141,2022-04-29,682000,Automated Valuation Model,Independent Surveyor,2695,4.74,House,30.0,4,9.0,14.0,2022
141,2023-04-29,708000,Automated Valuation Model,Automated System,2413,4.09,House,31.0,4,9.0,14.0,2023
141,2024-04-28,739000,On-site Professional Valuation,Internal Valuation Team,3494,5.67,House,32.0,4,9.0,14.0,2024
141,2025-04-28,767000,Comparative Market Analysis,Internal Valuation Team,3447,5.39,House,33.0,4,9.0,14.0,2025
142,2020-04-29,404000,Automated Valuation Model,Taylor Ltd Valuations,1891,5.62,Block of Flats,28.0,3,9.0,14.0,2020
142,2021-04-29,421000,Automated Valuation Model,"Clarke, Ali and Stephenson Valuations",1446,4.12,Block of Flats,29.0,3,9.0,14.0,2021
142,2022-04-29,442000,Automated Valuation Model,Robertson-Holmes Valuations,1868,5.07,Block of Flats,30.0,3,9.0,14.0,2022
142,2023-04-29,475000,Comparative Market Analysis,Automated System,1960,4.95,Block of Flats,31.0,3,9.0,14.0,2023
142,2024-04-28,511000,On-site Professional Valuation,Lee PLC Valuations,2312,5.43,Block of Flats,32.0,3,9.0,14.0,2024
142,2025-04-28,549000,On-site Professional Valuation,RICS Registered Valuer,2562,5.6,Block of Flats,33.0,3,9.0,14.0,2025
143,2020-04-29,330000,Income Capitalization,RICS Registered Valuer,1516,5.51,House,30.0,1,7.0,12.0,2020
143,2021-04-29,356000,Income Capitalization,Internal Valuation Team,1666,5.62,House,31.0,1,7.0,12.0,2021
143,2022-04-29,374000,Automated Valuation Model,RICS Registered Valuer,1863,5.98,House,32.0,1,7.0,12.0,2022
143,2023-04-29,404000,On-site Professional Valuation,Independent Surveyor,1769,5.25,House,33.0,1,7.0,12.0,2023
143,2024-04-28,423000,Comparative Market Analysis,Internal Valuation Team,1923,5.45,House,34.0,1,7.0,12.0,2024
143,2025-04-28,443000,Cost Approach,Independent Surveyor,1770,4.79,House,35.0,1,7.0,12.0,2025
144,2020-04-29,200000,Comparative Market Analysis,Thompson-Blake Valuations,972,5.83,Flat,30.0,1,5.0,9.0,2020
144,2021-04-29,212000,Comparative Market Analysis,Automated System,983,5.56,Flat,31.0,1,5.0,9.0,2021
144,2022-04-29,220000,On-site Professional Valuation,Internal Valuation Team,941,5.13,Flat,32.0,1,5.0,9.0,2022
144,2023-04-29,237000,Comparative Market Analysis,Independent Surveyor,1012,5.13,Flat,33.0,1,5.0,9.0,2023
144,2024-04-28,254000,Automated Valuation Model,Independent Surveyor,1219,5.76,Flat,34.0,1,5.0,9.0,2024
144,2025-04-28,266000,On-site Professional Valuation,Automated System,1102,4.97,Flat,35.0,1,5.0,9.0,2025
145,2020-04-29,196000,Income Capitalization,Johnson-Parry Valuations,743,4.55,Flat,30.0,2,4.0,7.0,2020
145,2021-04-29,208000,Comparative Market Analysis,Automated System,934,5.39,Flat,31.0,2,4.0,7.0,2021
145,2022-04-29,223000,Income Capitalization,Internal Valuation Team,867,4.66,Flat,32.0,2,4.0,7.0,2022
145,2023-04-29,238000,Cost Approach,Internal Valuation Team,1159,5.84,Flat,33.0,2,4.0,7.0,2023
145,2024-04-28,250000,Cost Approach,Independent Surveyor,1164,5.59,Flat,34.0,2,4.0,7.0,2024
145,2025-04-28,268000,Comparative Market Analysis,RICS Registered Valuer,1277,5.72,Flat,35.0,2,4.0,7.0,2025
146,2020-04-29,415000,Automated Valuation Model,Independent Surveyor,2057,5.95,House,27.0,2,8.0,13.0,2020
146,2021-04-29,433000,Comparative Market Analysis,RICS Registered Valuer,1744,4.83,House,28.0,2,8.0,13.0,2021
146,2022-04-29,456000,Automated Valuation Model,Automated System,2214,5.83,House,29.0,2,8.0,13.0,2022
146,2023-04-29,487000,Comparative Market Analysis,Jones Inc Valuations,2327,5.73,House,30.0,2,8.0,13.0,2023
146,2024-04-28,520000,On-site Professional Valuation,Automated System,1790,4.13,House,31.0,2,8.0,13.0,2024
146,2025-04-28,540000,On-site Professional Valuation,Internal Valuation Team,2566,5.7,House,32.0,2,8.0,13.0,2025
147,2020-04-29,306000,Income Capitalization,Internal Valuation Team,1466,5.75,House,27.0,4,1.0,3.0,2020
147,2021-04-29,319000,Cost Approach,RICS Registered Valuer,1306,4.91,House,28.0,4,1.0,3.0,2021
147,2022-04-29,333000,On-site Professional Valuation,Automated System,1567,5.65,House,29.0,4,1.0,3.0,2022
147,2023-04-29,354000,Comparative Market Analysis,RICS Registered Valuer,1253,4.25,House,30.0,4,1.0,3.0,2023
147,2024-04-28,371000,Income Capitalization,Automated System,1604,5.19,House,31.0,4,1.0,3.0,2024
147,2025-04-28,393000,Income Capitalization,Independent Surveyor,1539,4.7,House,32.0,4,1.0,3.0,2025
148,2020-04-29,294000,Cost Approach,Internal Valuation Team,1318,5.38,House,30.0,2,2.0,4.0,2020
148,2021-04-29,309000,On-site Professional Valuation,RICS Registered Valuer,1114,4.33,House,31.0,2,2.0,4.0,2021
148,2022-04-29,331000,Income Capitalization,Independent Surveyor,1460,5.29,House,32.0,2,2.0,4.0,2022
148,2023-04-29,352000,Comparative Market Analysis,Automated System,1474,5.03,House,33.0,2,2.0,4.0,2023
148,2024-04-28,378000,On-site Professional Valuation,Internal Valuation Team,1668,5.29,House,34.0,2,2.0,4.0,2024
148,2025-04-28,394000,Cost Approach,Independent Surveyor,1713,5.22,House,35.0,2,2.0,4.0,2025
