inspectionid,propertyid,lastinspectiondate,inspector,outcome,notes,inspection_type,buildingregistrationdate,property_age_years,patchid,patchname,days_since_last_inspection,compliance_outcome,follow_up_required,backlog_flag,compliance_severity
687,160,2024-04-12,Inspector 5,Fail,Inspection notes for property 160,Electrical,1959-01-01,66,4,East Patch 2,264,Advisory,True,False,Medium
688,160,2024-05-14,Inspector 9,Pass,Inspection notes for property 160,Fire Safety,1959-01-01,66,4,East Patch 2,232,Advisory,True,False,Medium
689,160,2023-08-31,Inspector 3,Needs Attention,Inspection notes for property 160,General HHSRS,1959-01-01,66,4,East Patch 2,489,Advisory,True,False,Medium
690,161,2020-08-04,Inspector 5,Pass,Inspection notes for property 161,Fire Safety,2002-01-01,23,7,West Patch 1,1611,Pass,False,False,None
691,161,2024-06-14,Inspector 10,Pass,Inspection notes for property 161,Gas Safety,2002-01-01,23,7,West Patch 1,201,Pass,False,False,None
692,161,2020-07-12,Inspector 3,Needs Attention,Inspection notes for property 161,Gas Safety,2002-01-01,23,7,West Patch 1,1634,Pass,False,False,None
693,161,2023-02-01,Inspector 3,Fail,Inspection notes for property 161,Gas Safety,2002-01-01,23,7,West Patch 1,700,Pass,False,False,None
694,162,2022-11-05,Inspector 3,Needs Attention,Inspection notes for property 162,Fire Safety,2001-01-01,24,1,North Patch 1,788,Pass,False,False,None
695,162,2023-02-26,Inspector 2,Pass,Inspection notes for property 162,Fire Safety,2001-01-01,24,1,North Patch 1,675,Pass,False,False,None
696,162,2020-06-21,Inspector 3,Fail,Inspection notes for property 162,Electrical,2001-01-01,24,1,North Patch 1,1655,Pass,False,False,None
697,163,2023-09-29,Inspector 8,Needs Attention,Inspection notes for property 163,Fire Safety,1974-01-01,51,8,West Patch 2,460,Advisory,True,False,High
698,163,2024-02-21,Inspector 4,Needs Attention,Inspection notes for property 163,Electrical,1974-01-01,51,8,West Patch 2,315,Pass,False,False,None
699,163,2020-10-05,Inspector 6,Pass,Inspection notes for property 163,Fire Safety,1974-01-01,51,8,West Patch 2,1549,Pass,False,False,None
700,163,2023-06-08,Inspector 2,Pass,Inspection notes for property 163,Gas Safety,1974-01-01,51,8,West Patch 2,573,Fail,True,True,Medium
701,163,2022-06-23,Inspector 7,Fail,Inspection notes for property 163,Gas Safety,1974-01-01,51,8,West Patch 2,923,Fail,True,False,Low
702,164,2020-11-22,Inspector 9,Pass,Inspection notes for property 164,Fire Safety,2017-01-01,8,4,East Patch 2,1501,Advisory,True,False,High
703,164,2021-03-31,Inspector 7,Fail,Inspection notes for property 164,Gas Safety,2017-01-01,8,4,East Patch 2,1372,Fail,True,True,Medium
704,164,2024-06-04,Inspector 9,Fail,Inspection notes for property 164,Fire Safety,2017-01-01,8,4,East Patch 2,211,Pass,False,False,None
705,164,2023-06-17,Inspector 8,Fail,Inspection notes for property 164,Fire Safety,2017-01-01,8,4,East Patch 2,564,Fail,True,True,Low
706,164,2023-04-23,Inspector 9,Needs Attention,Inspection notes for property 164,Water Hygiene,2017-01-01,8,4,East Patch 2,619,Pass,False,False,None
707,165,2022-05-02,Inspector 6,Fail,Inspection notes for property 165,Gas Safety,2002-01-01,23,2,North Patch 2,975,Pass,False,False,None
708,165,2021-03-06,Inspector 5,Fail,Inspection notes for property 165,General HHSRS,2002-01-01,23,2,North Patch 2,1397,Pass,False,False,None
709,166,2020-07-30,Inspector 2,Fail,Inspection notes for property 166,Fire Safety,1922-01-01,103,1,North Patch 1,1616,Pass,False,False,None
710,166,2021-10-20,Inspector 7,Fail,Inspection notes for property 166,Electrical,1922-01-01,103,1,North Patch 1,1169,Pass,False,False,None
711,166,2020-11-16,Inspector 4,Needs Attention,Inspection notes for property 166,General HHSRS,1922-01-01,103,1,North Patch 1,1507,Pass,False,False,None
712,166,2021-11-10,Inspector 4,Needs Attention,Inspection notes for property 166,Electrical,1922-01-01,103,1,North Patch 1,1148,Advisory,True,False,Low
713,167,2023-04-28,Inspector 9,Pass,Inspection notes for property 167,Gas Safety,1968-01-01,57,8,West Patch 2,614,Pass,False,False,None
714,167,2025-11-01,Inspector 2,Pass,Inspection notes for property 167,Gas Safety,1968-01-01,57,8,West Patch 2,-304,Pass,False,False,None
715,167,2024-12-07,Inspector 9,Pass,Inspection notes for property 167,Gas Safety,1968-01-01,57,8,West Patch 2,25,Advisory,True,False,Medium
716,168,2023-09-02,Inspector 4,Needs Attention,Inspection notes for property 168,Water Hygiene,2001-01-01,24,7,West Patch 1,487,Pass,False,False,None
717,168,2023-01-09,Inspector 4,Pass,Inspection notes for property 168,General HHSRS,2001-01-01,24,7,West Patch 1,723,Pass,False,False,None
718,168,2021-09-08,Inspector 2,Pass,Inspection notes for property 168,Water Hygiene,2001-01-01,24,7,West Patch 1,1211,Pass,False,False,None
719,168,2021-05-25,Inspector 4,Needs Attention,Inspection notes for property 168,Fire Safety,2001-01-01,24,7,West Patch 1,1317,Pass,False,False,None
720,168,2024-05-24,Inspector 2,Pass,Inspection notes for property 168,Electrical,2001-01-01,24,7,West Patch 1,222,Pass,False,False,None
721,169,2022-12-21,Inspector 10,Pass,Inspection notes for property 169,Water Hygiene,2001-01-01,24,7,West Patch 1,742,Fail,True,True,Low
722,169,2021-06-03,Inspector 3,Fail,Inspection notes for property 169,Fire Safety,2001-01-01,24,7,West Patch 1,1308,Pass,False,False,None
723,169,2022-06-17,Inspector 2,Needs Attention,Inspection notes for property 169,Fire Safety,2001-01-01,24,7,West Patch 1,929,Pass,False,False,None
724,170,2020-06-10,Inspector 7,Needs Attention,Inspection notes for property 170,Electrical,1974-01-01,51,6,South Patch 2,1666,Advisory,True,False,Medium
725,170,2020-05-10,Inspector 6,Fail,Inspection notes for property 170,Electrical,1974-01-01,51,6,South Patch 2,1697,Advisory,True,False,Low
726,170,2020-09-13,Inspector 2,Fail,Inspection notes for property 170,General HHSRS,1974-01-01,51,6,South Patch 2,1571,Pass,False,False,None
727,170,2022-07-12,Inspector 7,Fail,Inspection notes for property 170,Fire Safety,1974-01-01,51,6,South Patch 2,904,Pass,False,False,None
728,171,2020-09-07,Inspector 5,Pass,Inspection notes for property 171,General HHSRS,1974-01-01,51,8,West Patch 2,1577,Pass,False,False,None
729,171,2024-08-09,Inspector 8,Pass,Inspection notes for property 171,Fire Safety,1974-01-01,51,8,West Patch 2,145,Pass,False,False,None
730,171,2022-11-16,Inspector 3,Needs Attention,Inspection notes for property 171,Fire Safety,1974-01-01,51,8,West Patch 2,777,Pass,False,False,None
731,171,2024-06-20,Inspector 3,Needs Attention,Inspection notes for property 171,Fire Safety,1974-01-01,51,8,West Patch 2,195,Pass,False,False,None
732,172,2021-08-20,Inspector 2,Fail,Inspection notes for property 172,General HHSRS,2010-01-01,15,5,South Patch 1,1230,Fail,True,False,High
733,172,2023-08-17,Inspector 2,Pass,Inspection notes for property 172,Electrical,2010-01-01,15,5,South Patch 1,503,Pass,False,False,None
734,172,2024-06-09,Inspector 10,Needs Attention,Inspection notes for property 172,Gas Safety,2010-01-01,15,5,South Patch 1,206,Pass,False,False,None
735,173,2024-12-21,Inspector 8,Pass,Inspection notes for property 173,Gas Safety,1974-01-01,51,3,East Patch 1,11,Pass,False,False,None
736,173,2021-06-27,Inspector 1,Pass,Inspection notes for property 173,General HHSRS,1974-01-01,51,3,East Patch 1,1284,Pass,False,False,None
737,173,2022-11-21,Inspector 5,Pass,Inspection notes for property 173,Gas Safety,1974-01-01,51,3,East Patch 1,772,Pass,False,False,None
738,173,2023-03-25,Inspector 7,Needs Attention,Inspection notes for property 173,General HHSRS,1974-01-01,51,3,East Patch 1,648,Pass,False,False,None
739,173,2022-10-03,Inspector 8,Fail,Inspection notes for property 173,Gas Safety,1974-01-01,51,3,East Patch 1,821,Advisory,True,False,High
740,174,2020-06-05,Inspector 2,Needs Attention,Inspection notes for property 174,Gas Safety,1976-01-01,49,4,East Patch 2,1671,Pass,False,False,None
741,174,2025-01-22,Inspector 7,Needs Attention,Inspection notes for property 174,Gas Safety,1976-01-01,49,4,East Patch 2,-21,Pass,False,False,None
742,174,2024-05-25,Inspector 10,Needs Attention,Inspection notes for property 174,Gas Safety,1976-01-01,49,4,East Patch 2,221,Pass,False,False,None
743,174,2023-03-18,Inspector 5,Fail,Inspection notes for property 174,Electrical,1976-01-01,49,4,East Patch 2,655,Pass,False,False,None
744,174,2021-07-14,Inspector 2,Fail,Inspection notes for property 174,Gas Safety,1976-01-01,49,4,East Patch 2,1267,Pass,False,False,None
745,175,2024-08-17,Inspector 8,Fail,Inspection notes for property 175,Fire Safety,1947-01-01,78,8,West Patch 2,137,Pass,False,False,None
746,175,2023-10-12,Inspector 3,Needs Attention,Inspection notes for property 175,General HHSRS,1947-01-01,78,8,West Patch 2,447,Pass,False,False,None
747,175,2022-04-12,Inspector 4,Fail,Inspection notes for property 175,Gas Safety,1947-01-01,78,8,West Patch 2,995,Pass,False,False,None
748,175,2022-11-22,Inspector 2,Needs Attention,Inspection notes for property 175,Gas Safety,1947-01-01,78,8,West Patch 2,771,Advisory,True,False,High
749,176,2022-08-05,Inspector 2,Needs Attention,Inspection notes for property 176,Water Hygiene,2017-01-01,8,6,South Patch 2,880,Fail,True,False,High
750,176,2020-12-15,Inspector 4,Pass,Inspection notes for property 176,Electrical,2017-01-01,8,6,South Patch 2,1478,Advisory,True,False,High
751,176,2023-12-30,Inspector 1,Needs Attention,Inspection notes for property 176,Fire Safety,2017-01-01,8,6,South Patch 2,368,Advisory,True,False,Medium
752,176,2023-09-28,Inspector 8,Fail,Inspection notes for property 176,Water Hygiene,2017-01-01,8,6,South Patch 2,461,Pass,False,False,None
753,177,2021-06-21,Inspector 5,Fail,Inspection notes for property 177,Electrical,2002-01-01,23,3,East Patch 1,1290,Fail,True,True,High
754,177,2020-05-26,Inspector 8,Pass,Inspection notes for property 177,Gas Safety,2002-01-01,23,3,East Patch 1,1681,Pass,False,False,None
755,177,2023-06-03,Inspector 1,Fail,Inspection notes for property 177,Fire Safety,2002-01-01,23,3,East Patch 1,578,Fail,True,True,High
756,177,2024-02-11,Inspector 7,Pass,Inspection notes for property 177,General HHSRS,2002-01-01,23,3,East Patch 1,325,Fail,True,True,High
757,177,2020-07-21,Inspector 9,Fail,Inspection notes for property 177,Electrical,2002-01-01,23,3,East Patch 1,1625,Advisory,True,False,High
758,177,2020-03-13,Inspector 9,Pass,Inspection notes for property 177,Gas Safety,2002-01-01,23,3,East Patch 1,1755,Fail,True,True,Low
759,178,2023-09-10,Inspector 2,Pass,Inspection notes for property 178,General HHSRS,1978-01-01,47,3,East Patch 1,479,Pass,False,False,None
760,178,2024-04-14,Inspector 8,Needs Attention,Inspection notes for property 178,General HHSRS,1978-01-01,47,3,East Patch 1,262,Pass,False,False,None
761,178,2022-08-06,Inspector 10,Pass,Inspection notes for property 178,Fire Safety,1978-01-01,47,3,East Patch 1,879,Pass,False,False,None
762,178,2021-02-22,Inspector 3,Pass,Inspection notes for property 178,Gas Safety,1978-01-01,47,3,East Patch 1,1409,Pass,False,False,None
763,178,2021-07-13,Inspector 1,Fail,Inspection notes for property 178,Fire Safety,1978-01-01,47,3,East Patch 1,1268,Pass,False,False,None
764,178,2022-09-07,Inspector 10,Pass,Inspection notes for property 178,Electrical,1978-01-01,47,3,East Patch 1,847,Pass,False,False,None
765,179,2020-06-29,Inspector 2,Pass,Inspection notes for property 179,Fire Safety,2000-01-01,25,1,North Patch 1,1647,Fail,True,False,High
766,179,2021-09-28,Inspector 10,Pass,Inspection notes for property 179,Electrical,2000-01-01,25,1,North Patch 1,1191,Pass,False,False,None
767,180,2022-09-09,Inspector 6,Needs Attention,Inspection notes for property 180,General HHSRS,2017-01-01,8,3,East Patch 1,845,Advisory,True,False,High
768,180,2022-10-28,Inspector 6,Pass,Inspection notes for property 180,General HHSRS,2017-01-01,8,3,East Patch 1,796,Fail,True,True,Medium
769,180,2021-06-11,Inspector 9,Pass,Inspection notes for property 180,Gas Safety,2017-01-01,8,3,East Patch 1,1300,Fail,True,True,Low
770,181,2020-10-16,Inspector 1,Needs Attention,Inspection notes for property 181,General HHSRS,1945-01-01,80,5,South Patch 1,1538,Fail,True,True,Medium
771,181,2023-03-13,Inspector 2,Pass,Inspection notes for property 181,Fire Safety,1945-01-01,80,5,South Patch 1,660,Pass,False,False,None
772,181,2024-04-14,Inspector 7,Pass,Inspection notes for property 181,General HHSRS,1945-01-01,80,5,South Patch 1,262,Fail,True,True,High
773,182,2021-12-22,Inspector 3,Fail,Inspection notes for property 182,Fire Safety,1959-01-01,66,7,West Patch 1,1106,Advisory,True,False,Medium
774,182,2021-10-25,Inspector 1,Pass,Inspection notes for property 182,Gas Safety,1959-01-01,66,7,West Patch 1,1164,Pass,False,False,None
775,182,2020-08-22,Inspector 10,Fail,Inspection notes for property 182,General HHSRS,1959-01-01,66,7,West Patch 1,1593,Pass,False,False,None
776,182,2024-12-27,Inspector 8,Pass,Inspection notes for property 182,Fire Safety,1959-01-01,66,7,West Patch 1,5,Advisory,True,False,Medium
777,183,2024-01-27,Inspector 2,Needs Attention,Inspection notes for property 183,Fire Safety,1945-01-01,80,6,South Patch 2,340,Pass,False,False,None
778,183,2021-01-10,Inspector 5,Fail,Inspection notes for property 183,Electrical,1945-01-01,80,6,South Patch 2,1452,Pass,False,False,None
779,184,2021-03-13,Inspector 3,Pass,Inspection notes for property 184,Electrical,1976-01-01,49,3,East Patch 1,1390,Pass,False,False,None
780,184,2021-06-28,Inspector 5,Needs Attention,Inspection notes for property 184,Electrical,1976-01-01,49,3,East Patch 1,1283,Pass,False,False,None
781,184,2022-08-10,Inspector 4,Pass,Inspection notes for property 184,Electrical,1976-01-01,49,3,East Patch 1,875,Pass,False,False,None
782,184,2021-03-14,Inspector 1,Needs Attention,Inspection notes for property 184,Gas Safety,1976-01-01,49,3,East Patch 1,1389,Advisory,True,False,High
783,184,2021-01-21,Inspector 8,Needs Attention,Inspection notes for property 184,Fire Safety,1976-01-01,49,3,East Patch 1,1441,Pass,False,False,None
784,185,2023-02-16,Inspector 7,Pass,Inspection notes for property 185,Gas Safety,2001-01-01,24,1,North Patch 1,685,Pass,False,False,None
785,185,2023-04-10,Inspector 4,Pass,Inspection notes for property 185,Fire Safety,2001-01-01,24,1,North Patch 1,632,Pass,False,False,None
786,185,2024-07-17,Inspector 10,Fail,Inspection notes for property 185,Water Hygiene,2001-01-01,24,1,North Patch 1,168,Pass,False,False,None
787,185,2022-03-26,Inspector 4,Fail,Inspection notes for property 185,Electrical,2001-01-01,24,1,North Patch 1,1012,Fail,True,False,Low
788,186,2023-12-07,Inspector 1,Pass,Inspection notes for property 186,Gas Safety,1988-01-01,37,5,South Patch 1,391,Pass,False,False,None
789,186,2020-11-08,Inspector 3,Needs Attention,Inspection notes for property 186,Gas Safety,1988-01-01,37,5,South Patch 1,1515,Pass,False,False,None
790,186,2022-04-16,Inspector 3,Pass,Inspection notes for property 186,Water Hygiene,1988-01-01,37,5,South Patch 1,991,Pass,False,False,None
791,187,2024-10-10,Inspector 6,Fail,Inspection notes for property 187,Fire Safety,2010-01-01,15,2,North Patch 2,83,Pass,False,False,None
792,187,2022-08-22,Inspector 5,Fail,Inspection notes for property 187,Electrical,2010-01-01,15,2,North Patch 2,863,Advisory,True,False,Low
793,188,2024-01-11,Inspector 2,Needs Attention,Inspection notes for property 188,Gas Safety,1945-01-01,80,7,West Patch 1,356,Advisory,True,False,Medium
794,188,2022-01-24,Inspector 3,Pass,Inspection notes for property 188,Electrical,1945-01-01,80,7,West Patch 1,1073,Pass,False,False,None
795,188,2022-11-05,Inspector 9,Pass,Inspection notes for property 188,Fire Safety,1945-01-01,80,7,West Patch 1,788,Pass,False,False,None
796,188,2023-05-10,Inspector 8,Needs Attention,Inspection notes for property 188,General HHSRS,1945-01-01,80,7,West Patch 1,602,Pass,False,False,None
797,188,2023-02-04,Inspector 7,Pass,Inspection notes for property 188,Water Hygiene,1945-01-01,80,7,West Patch 1,697,Pass,False,False,None
798,189,2023-10-15,Inspector 2,Fail,Inspection notes for property 189,Electrical,1976-01-01,49,7,West Patch 1,444,Pass,False,False,None
799,189,2024-12-07,Inspector 4,Needs Attention,Inspection notes for property 189,Electrical,1976-01-01,49,7,West Patch 1,25,Pass,False,False,None
800,189,2020-03-14,Inspector 4,Fail,Inspection notes for property 189,Water Hygiene,1976-01-01,49,7,West Patch 1,1754,Pass,False,False,None
801,189,2024-08-31,Inspector 8,Needs Attention,Inspection notes for property 189,Electrical,1976-01-01,49,7,West Patch 1,123,Pass,False,False,None
802,190,2022-08-20,Inspector 3,Pass,Inspection notes for property 190,Fire Safety,2002-01-01,23,6,South Patch 2,865,Fail,True,False,High
803,190,2022-12-07,Inspector 3,Fail,Inspection notes for property 190,Electrical,2002-01-01,23,6,South Patch 2,756,Fail,True,True,Medium
804,191,2022-06-07,Inspector 4,Needs Attention,Inspection notes for property 191,Electrical,1945-01-01,80,7,West Patch 1,939,Pass,False,False,None
805,191,2023-07-26,Inspector 4,Fail,Inspection notes for property 191,Gas Safety,1945-01-01,80,7,West Patch 1,525,Advisory,True,False,Medium
806,191,2024-11-24,Inspector 10,Pass,Inspection notes for property 191,Electrical,1945-01-01,80,7,West Patch 1,38,Pass,False,False,None
807,192,2024-06-15,Inspector 8,Fail,Inspection notes for property 192,Water Hygiene,2000-01-01,25,3,East Patch 1,200,Pass,False,False,None
808,192,2024-02-13,Inspector 6,Pass,Inspection notes for property 192,Water Hygiene,2000-01-01,25,3,East Patch 1,323,Advisory,True,False,Medium
809,192,2021-10-09,Inspector 3,Needs Attention,Inspection notes for property 192,Gas Safety,2000-01-01,25,3,East Patch 1,1180,Fail,True,False,High
810,193,2021-02-11,Inspector 9,Pass,Inspection notes for property 193,Fire Safety,2000-01-01,25,1,North Patch 1,1420,Fail,True,False,High
